,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4043,1,4020,23,53,0,3984,6,196934.5,2052.97,3.05,26.91,1
02,02 - Saguenay-Lac-Saint-Jean,11136,3,10915,221,271,0,10856,9,277505,4012.90,3.24,97.66,2
03,03 - Capitale-Nationale,33522,26,33169,353,1119,0,32274,129,757803,4423.58,16.97,147.66,13
04,04 - Mauricie et Centre-du-Québec,16362,40,16120,242,562,0,15589,211,523331.5,3126.51,40.24,107.39,28
05,05 - Estrie,15747,26,15238,509,355,0,15179,213,494966.5,3181.43,42.88,71.72,43
06,06 - Montréal,140137,250,137200,2937,4778,2,133293,2066,2072060.5,6763.17,99.40,230.59,244
07,07 - Outaouais,13236,47,12790,446,215,0,12763,258,402744,3286.45,63.79,53.38,22
08,08 - Abitibi-Témiscamingue,1216,2,1183,33,9,0,1189,18,147637,823.64,12.19,6.10,0
09,09 - Côte-Nord,597,0,578,19,4,0,590,3,89700.5,665.55,3.36,4.46,1
10,10 - Nord-du-Québec,134,1,132,2,0,0,129,5,13521.5,991.01,37.08,0.00,1
11,11 - Gaspésie-Îles-de-la-Madeleine,2094,2,2074,20,47,0,2040,7,89823,2331.25,7.81,52.33,1
12,12 - Chaudière-Appalaches,19783,55,19507,276,368,0,19154,261,431109.5,4588.86,60.43,85.36,25
13,13 - Laval,34423,114,32538,1885,926,0,32713,784,444658.5,7741.45,175.56,208.25,95
14,14 - Lanaudière,25560,95,24849,711,517,0,24517,526,522367,4893.11,100.26,98.97,50
15,15 - Laurentides,22624,76,22020,604,511,0,21597,516,630238,3589.75,81.45,81.08,68
16,16 - Montérégie,54497,133,52549,1948,1562,1,51969,966,1438226,3789.18,66.91,108.61,101
17,17 - Nunavik,50,0,48,2,0,0,50,0,14336.5,348.76,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,142,0,142,0,4,1,132,6,18507,767.28,32.21,21.61,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,727,8,722,5,0,0,699,28,.,.,.,.,5
999,Ensemble du Québec,396034,879,385797,10237,11301,4,378721,6012,8565469.5,4623.61,69.97,131.94,700

