No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,1464,137,20859.333333,7018.44,657.96
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,3007,180,35045.666667,8580.23,511.26
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,1235,108,19215,6427.27,563.73
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,509,33,8566.3333333,5941.87,386.87
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,3206,413,57767,5549.88,713.25
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,1051,166,17995,5840.51,926.49
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,972,103,20715.666667,4692.10,499.32
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,1117,107,17574.333333,6355.86,611.53
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),12569,1250,197738.33333,6356.38,632.39
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,1900,165,31025.333333,6124.03,533.39
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,1933,87,25032.333333,7722.01,348.95
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,4550,227,52510,8665.02,432.04
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,5206,347,67904,7666.71,511.36
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,6139,322,79539,7718.23,403.82
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,1614,118,22589.333333,7144.97,522.31
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),21677,1292,278600,7780.69,463.75
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,4077,275,55481.666667,7348.37,492.03
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,28760,2121,323240,8897.41,650.86
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,31357,2409,354000,8857.91,675.90
