Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;58;786;585,5;19481;14511,5;10;*7,4;517;385,1
Anjou;18;205;479;6726;15716,4;< 5;n.p.;83;193,9
Baie D'urfé;< 5;12;* 313,9;282;7376,4;0;;< 5;n.p.
Beaconsfield;8;61;315,7;1437;7436,3;< 5;n.p.;26;* 134,5
Côte-des-Neiges–Notre-Dame-de-Grâce;57;847;508,6;23216;13941,9;11;*6,6;397;238,4
Côte-Saint-Luc;18;203;625,6;5136;15828,4;< 5;n.p.;126;388,3
Dollard-des-Ormeaux;26;240;490,8;5870;12004,3;< 5;n.p.;130;265,9
Dorval;7;117;616,4;1988;10474,2;< 5;n.p.;70;368,8
Hampstead;< 5;57;817,4;970;13910,8;0;;6;n.p.
Kirkland;< 5;61;302,7;1852;9190,6;< 5;n.p.;39;193,5
Lachine;21;211;474,3;6053;13605,6;7;n.p.;184;413,6
LaSalle;30;357;464,5;10796;14047,6;< 5;n.p.;256;333,1
L'Île-Bizard–Sainte-Geneviève;14;94;510,5;2242;12176,2;< 5;n.p.;78;423,6
Mercier–Hochelaga-Maisonneuve;40;719;528,6;18803;13823,3;19;*14;492;361,7
Montréal Est;< 5;31;* 805,2;634;16467,5;< 5;n.p.;11;* 285,7
Montréal-Nord;30;495;587,6;14918;17710,2;12;*14,2;373;442,8
Montréal-Ouest;< 5;13;* 257,4;518;10257,4;0;;< 5;n.p.
Mont-Royal;11;93;458,7;2417;11920,5;0;;95;468,5
Outremont;5;92;384,1;2671;11150,5;0;;29;* 121,1
Pierrefonds–Roxboro;22;334;482;8663;12501,3;< 5;n.p.;97;140
Plateau Mont-Royal;28;394;378,8;11947;11487,5;< 5;n.p.;188;180,8
Pointe-Claire;12;124;395,2;2684;8553,2;< 5;n.p.;63;200,8
Rivière-des-Prairies–Pointe-aux-Trembles;34;516;483,4;17228;16139,7;8;n.p.;347;325,1
Rosemont–La Petite Patrie;40;593;424,8;17073;12230,8;7;n.p.;348;249,3
Sainte-Anne-de-Bellevue;< 5;15;* 302,5;418;8430,8;< 5;n.p.;14;* 282,4
Saint-Laurent;26;420;425;14296;14465,5;< 5;n.p.;168;170
Saint-Léonard;28;386;492,9;14039;17928,6;6;n.p.;165;210,7
Senneville;0;< 5;n.p.;78;8469,1;0;;0;
Sud-Ouest;30;337;431,2;9416;12048,5;6;n.p.;224;286,6
Verdun;12;289;417,5;7268;10498,5;< 5;n.p.;209;301,9
Ville-Marie;30;483;541,7;11421;12808,1;6;n.p.;145;162,6
Villeray–Saint-Michel–Parc-Extension;33;633;440;21304;14809,6;10;*7;236;164,1
Westmount;8;120;590,8;1793;8827,3;0;;63;310,2
Territoire à confirmer;16;462;;7235;;0;;29;
Total à Montréal;674;9801;474,5;270874;13113,2;135;6,5;5214;252,4
