group,1d,2d,3d,pop 2021
0-4,20934,4899,13,428991
5-11,438327,333670,11100,650347
12-17,532330,509462,107156,529446
18-29,1115824,1057319,443817,1216440
30-39,1023603,984014,511215,1118629
40-49,1029176,1005102,649297,1115327
50-59,1081774,1056475,798681,1155183
60-69,1117657,1105965,997628,1168854
70-79,755230,753978,723807,783129
80 plus,401125,401612,390675,425520
Total 5+,7495046,7207597,4633376,8162875
Total,7515980,7212496,4633389,8591866
