"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-09-01;23543405;20777952
2022-08-31;23537405;20760985
2022-08-30;23537405;20738222
2022-08-29;23537405;20715886
2022-08-28;23537405;20701709
2022-08-27;23537405;20695578
2022-08-26;23537405;20683245
