group,1d,2d,3d,pop 2021
0-4,31855,14801,48,428991
5-11,441475,338944,33122,650347
12-17,532882,510528,122954,529446
18-29,1118587,1059555,455086,1216440
30-39,1026526,986154,522320,1118629
40-49,1030920,1006381,658787,1115327
50-59,1082945,1057354,807283,1155183
60-69,1118998,1106862,1004125,1168854
70-79,755954,754439,726755,783129
80 plus,401344,401814,392173,425520
Total 5+,7509631,7222031,4722605,8162875
Total,7541486,7236832,4722653,8591866
