Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;65;482;359;12808;9540,8;< 5;n.p.;493;367,2
Anjou;15;193;451;4373;10218,2;< 5;n.p.;80;186,9
Baie D'urfé;< 5;5;n.p.;119;3112,7;0;;< 5;n.p.
Beaconsfield;9;34;* 175,9;668;3456,8;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;59;548;329,1;14437;8669,8;0;;372;223,4
Côte-Saint-Luc;11;185;570,1;3499;10783,4;0;;120;369,8
Dollard-des-Ormeaux;9;128;261,8;3506;7169,9;0;;125;255,6
Dorval;< 5;46;242,4;987;5200,2;0;;69;363,5
Hampstead;7;39;559,3;570;8174,4;0;;6;n.p.
Kirkland;9;37;183,6;955;4739,2;0;;36;* 178,7
Lachine;22;96;215,8;3531;7936,8;< 5;n.p.;172;386,6
LaSalle;37;283;368,2;6821;8875,4;0;;247;321,4
L'Île-Bizard–Sainte-Geneviève;< 5;51;277;1268;6886,4;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;63;443;325,7;10893;8008,1;0;;452;332,3
Montréal Est;5;48;1246,8;403;10467,5;0;;9;* 233,8
Montréal-Nord;22;226;268,3;10723;12730;0;;338;401,3
Montréal-Ouest;< 5;21;* 415,8;278;5505;0;;< 5;n.p.
Mont-Royal;7;71;350,2;1371;6761,7;0;;94;463,6
Outremont;14;115;480,1;1581;6600,2;0;;29;* 121,1
Pierrefonds–Roxboro;15;214;308,8;5260;7590,5;0;;88;127
Plateau Mont-Royal;94;396;380,8;6094;5859,6;< 5;n.p.;173;166,3
Pointe-Claire;15;114;363,3;1370;4365,8;< 5;n.p.;57;181,6
Rivière-des-Prairies–Pointe-aux-Trembles;36;399;373,8;11322;10606,8;< 5;n.p.;324;303,5
Rosemont–La Petite Patrie;135;606;434,1;9089;6511,2;< 5;n.p.;329;235,7
Sainte-Anne-de-Bellevue;0;13;* 262,2;203;4094,4;0;;13;* 262,2
Saint-Laurent;42;334;338;10041;10160,1;0;;159;160,9
Saint-Léonard;27;300;383,1;9795;12508,8;0;;150;191,6
Senneville;< 5;< 5;n.p.;36;* 3908,8;0;;0;
Sud-Ouest;42;247;316,1;5051;6463,1;0;;209;267,4
Verdun;29;212;306,2;3982;5751,9;0;;202;291,8
Ville-Marie;67;270;302,8;6197;6949,6;< 5;n.p.;132;148
Villeray–Saint-Michel–Parc-Extension;56;447;310,7;13495;9381,1;< 5;n.p.;207;143,9
Westmount;7;51;251,1;958;4716,4;0;;57;280,6
Territoire à confirmer;24;107;;2331;;0;;27;
Total à Montréal;949;6763;327,4;164015;7940,1;9;n.p.;4872;235,9
