Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;11;202;150,5;11586;8630,5;6;n.p.;488;363,5
Anjou;< 5;78;182,3;3844;8982,1;0;;78;182,3
Baie D'urfé;< 5;7;n.p.;108;2825;0;;< 5;n.p.
Beaconsfield;-1;18;* 93,1;555;2872,1;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;10;151;90,7;12739;7650,1;< 5;n.p.;371;222,8
Côte-Saint-Luc;< 5;53;163,3;3015;9291,8;0;;119;366,7
Dollard-des-Ormeaux;5;49;100,2;3049;6235,3;0;;125;255,6
Dorval;0;12;* 63,2;884;4657,5;0;;68;358,3
Hampstead;< 5;15;* 215,1;453;6496,5;0;;6;n.p.
Kirkland;-1;18;* 89,3;839;4163,6;< 5;n.p.;34;* 168,7
Lachine;< 5;64;143,9;3180;7147,8;0;;170;382,1
LaSalle;8;113;147;6162;8017,9;0;;242;314,9
L'Île-Bizard–Sainte-Geneviève;< 5;5;n.p.;1144;6213;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;8;185;136;9667;7106,8;< 5;n.p.;450;330,8
Montréal Est;0;7;n.p.;306;7948,1;0;;9;* 233,8
Montréal-Nord;7;191;226,7;9982;11850,3;0;;336;398,9
Montréal-Ouest;0;23;* 455,4;235;4653,5;0;;< 5;n.p.
Mont-Royal;0;13;* 64,1;1190;5869;0;;93;458,7
Outremont;< 5;18;* 75,1;1339;5589,9;0;;29;* 121,1
Pierrefonds–Roxboro;5;81;116,9;4641;6697,3;0;;84;121,2
Plateau Mont-Royal;< 5;53;51;5190;4990,4;0;;172;165,4
Pointe-Claire;0;9;* 28,7;1157;3687,1;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;8;204;191,1;9963;9333,6;< 5;n.p.;317;297
Rosemont–La Petite Patrie;9;156;111,8;7780;5573,5;0;;324;232,1
Sainte-Anne-de-Bellevue;0;< 5;n.p.;180;3630,5;< 5;n.p.;13;* 262,2
Saint-Laurent;< 5;136;137,6;9083;9190,7;< 5;n.p.;157;158,9
Saint-Léonard;7;214;273,3;8640;11033,8;< 5;n.p.;147;187,7
Senneville;0;< 5;n.p.;31;* 3365,9;0;;0;
Sud-Ouest;0;94;120,3;4485;5738,9;0;;206;263,6
Verdun;5;53;76,6;3422;4943;0;;198;286
Ville-Marie;0;67;75,1;5458;6120,9;0;;126;141,3
Villeray–Saint-Michel–Parc-Extension;7;218;151,5;12252;8517;< 5;n.p.;202;140,4
Westmount;5;29;* 142,8;823;4051,8;0;;57;280,6
Territoire à confirmer;6;45;;2059;;0;;25;
Total à Montréal;119;2587;125,2;145441;7040,9;18;*0,9;4803;232,5
