,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,3974,0,3948,26,53,0,3914,7,196934.5,2017.93,3.56,26.91,1
02,02 - Saguenay-Lac-Saint-Jean,11029,0,10806,223,271,0,10757,1,277505,3974.34,0.36,97.66,0
03,03 - Capitale-Nationale,32875,2,32522,353,1118,0,31728,29,757803,4338.20,3.82,147.53,4
04,04 - Mauricie et Centre-du-Québec,15259,7,15019,240,526,0,14690,43,523331.5,2915.74,8.20,100.51,1
05,05 - Estrie,14927,4,14410,517,352,0,14567,8,494966.5,3015.76,1.61,71.12,2
06,06 - Montréal,133485,31,130556,2929,4773,0,128315,397,2072060.5,6442.14,19.10,230.35,35
07,07 - Outaouais,12590,1,12142,448,215,0,12368,7,402744,3126.06,1.73,53.38,4
08,08 - Abitibi-Témiscamingue,1148,0,1115,33,9,0,1137,2,147637,777.58,1.35,6.10,0
09,09 - Côte-Nord,579,0,560,19,4,0,575,0,89700.5,645.48,0.00,4.46,0
10,10 - Nord-du-Québec,110,-1,108,2,0,0,109,1,13521.5,813.52,7.42,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2072,0,2052,20,46,0,2018,8,89823,2306.76,8.92,51.21,0
12,12 - Chaudière-Appalaches,19299,0,19018,281,368,0,18928,3,431109.5,4476.59,0.69,85.36,1
13,13 - Laval,31982,15,30155,1827,917,0,30931,134,444658.5,7192.49,30.01,206.23,12
14,14 - Lanaudière,24152,2,23439,713,517,0,23602,33,522367,4623.57,6.29,98.97,4
15,15 - Laurentides,21097,2,20493,604,510,0,20556,31,630238,3347.47,4.89,80.92,6
16,16 - Montérégie,51637,6,49681,1956,1558,0,49992,87,1438226,3590.33,6.03,108.33,13
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,516,4,511,5,0,0,504,12,.,.,.,.,1
999,Ensemble du Québec,376901,73,366702,10199,11240,0,364858,803,8565469.5,4400.24,9.35,131.22,84

