Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-05-07;4119439;3641908
2021-05-06;4111039;3552656
2021-05-05;3893539;3448854
2021-05-04;3893539;3369019
2021-05-03;3843089;3312199
2021-05-02;3448799;3260553
2021-05-01;3448799;3222126
