Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;26;351;261,5;8474;6312,3;5;n.p.;457;340,4
Anjou;< 5;131;306,1;2837;6629,1;< 5;n.p.;69;161,2
Baie D'urfé;0;0;;67;1752,6;0;;< 5;n.p.
Beaconsfield;0;18;* 93,1;363;1878,5;0;;17;* 88
Côte-des-Neiges–Notre-Dame-de-Grâce;40;459;275,6;9411;5651,6;< 5;n.p.;344;206,6
Côte-Saint-Luc;17;181;557,8;2200;6780,1;< 5;n.p.;109;335,9
Dollard-des-Ormeaux;< 5;101;206,5;2144;4384,5;0;;118;241,3
Dorval;< 5;16;* 84,3;650;3424,7;0;;67;353
Hampstead;0;8;n.p.;315;4517,4;< 5;n.p.;5;n.p.
Kirkland;< 5;20;* 99,3;530;2630,1;0;;31;* 153,8
Lachine;< 5;84;188,8;2472;5556,4;< 5;n.p.;167;375,4
LaSalle;13;199;258,9;4460;5803,3;< 5;n.p.;233;303,2
L'Île-Bizard–Sainte-Geneviève;-1;31;* 168,4;853;4632,6;0;;72;391
Mercier–Hochelaga-Maisonneuve;21;282;207,3;7210;5300,5;< 5;n.p.;431;316,9
Montréal Est;0;9;* 233,8;220;5714,3;< 5;n.p.;8;n.p.
Montréal-Nord;21;339;402,5;7823;9287,2;< 5;n.p.;321;381,1
Montréal-Ouest;< 5;< 5;n.p.;123;2435,6;0;;< 5;n.p.
Mont-Royal;< 5;27;* 133,2;929;4581,8;0;;92;453,7
Outremont;8;61;254,7;1072;4475,2;< 5;n.p.;21;* 87,7
Pierrefonds–Roxboro;6;194;280;3225;4653,9;0;;76;109,7
Plateau Mont-Royal;9;151;145,2;3712;3569,2;< 5;n.p.;168;161,5
Pointe-Claire;< 5;40;127,5;845;2692,8;0;;51;162,5
Rivière-des-Prairies–Pointe-aux-Trembles;30;348;326;7587;7107,7;< 5;n.p.;305;285,7
Rosemont–La Petite Patrie;17;214;153,3;5898;4225,2;0;;314;224,9
Sainte-Anne-de-Bellevue;0;5;n.p.;114;2299,3;0;;12;* 242
Saint-Laurent;33;464;469,5;6192;6265,4;7;n.p.;141;142,7
Saint-Léonard;24;364;464,8;6447;8233,2;5;n.p.;123;157,1
Senneville;0;< 5;n.p.;22;* 2388,7;0;;0;
Sud-Ouest;< 5;74;94,7;3158;4040,9;0;;203;259,8
Verdun;17;96;138,7;2566;3706,5;< 5;n.p.;192;277,3
Ville-Marie;7;116;130,1;3909;4383,8;< 5;n.p.;113;126,7
Villeray–Saint-Michel–Parc-Extension;27;434;301,7;8967;6233,4;0;;174;121
Westmount;< 5;12;* 59,1;608;2993,3;0;;55;270,8
Territoire à confirmer;0;31;;1683;;< 5;;24;
Total à Montréal;338;4863;235,4;107086;5184,1;46;2,2;4519;218,8
