Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;76;1081;805,2;6338;4721,2;9;n.p.;394;293,5
Anjou;21;355;829,5;2048;4785,5;< 5;n.p.;58;135,5
Baie D'urfé;0;6;n.p.;61;1595,6;0;;< 5;n.p.
Beaconsfield;< 5;37;191,5;275;1423,1;< 5;n.p.;11;* 56,9
Côte-des-Neiges–Notre-Dame-de-Grâce;57;1160;696,6;7129;4281,2;9;n.p.;317;190,4
Côte-Saint-Luc;7;203;625,6;1733;5340,9;< 5;n.p.;97;298,9
Dollard-des-Ormeaux;5;273;558,3;1607;3286,4;< 5;n.p.;103;210,6
Dorval;< 5;49;258,2;516;2718,7;0;;65;342,5
Hampstead;< 5;47;674;242;3470,5;0;;< 5;n.p.
Kirkland;0;79;392;448;2223,2;0;;30;* 148,9
Lachine;6;243;546,2;1948;4378,6;< 5;n.p.;153;343,9
LaSalle;17;556;723,5;3488;4538,5;8;n.p.;200;260,2
L'Île-Bizard–Sainte-Geneviève;< 5;129;700,6;665;3611,6;8;n.p.;64;347,6
Mercier–Hochelaga-Maisonneuve;49;833;612,4;5580;4102,2;8;n.p.;399;293,3
Montréal Est;< 5;30;* 779,2;160;4155,8;0;;5;n.p.
Montréal-Nord;59;861;1022,2;6066;7201,4;14;*16,6;281;333,6
Montréal-Ouest;< 5;25;* 495;99;1960,4;0;;< 5;n.p.
Mont-Royal;5;86;424,1;770;3797,6;0;;91;448,8
Outremont;< 5;115;480,1;900;3757,2;< 5;n.p.;17;* 71
Pierrefonds–Roxboro;27;433;624,8;2418;3489,3;< 5;n.p.;69;99,6
Plateau Mont-Royal;29;417;401;2900;2788,5;5;n.p.;140;134,6
Pointe-Claire;5;107;341;699;2227,5;6;n.p.;45;143,4
Rivière-des-Prairies–Pointe-aux-Trembles;72;871;816;5652;5295;9;n.p.;273;255,8
Rosemont–La Petite Patrie;40;707;506,5;4746;3400;6;n.p.;277;198,4
Sainte-Anne-de-Bellevue;0;14;* 282,4;92;1855,6;< 5;n.p.;12;* 242
Saint-Laurent;57;754;762,9;4380;4431,9;< 5;n.p.;117;118,4
Saint-Léonard;57;898;1146,8;4554;5815,7;12;*15,3;77;98,3
Senneville;0;< 5;n.p.;20;* 2171,6;0;;0;
Sud-Ouest;21;346;442,7;2596;3321,8;< 5;n.p.;191;244,4
Verdun;18;249;359,7;2054;2967;< 5;n.p.;178;257,1
Ville-Marie;21;479;537,2;3066;3438,4;6;n.p.;98;109,9
Villeray–Saint-Michel–Parc-Extension;80;1114;774,4;6744;4688,1;< 5;n.p.;141;98
Westmount;< 5;51;251,1;495;2437;0;;52;256
Territoire à confirmer;-2;266;;1397;;< 5;;21;
Total à Montréal;750;12875;623,3;81886;3964,2;130;6,3;3983;192,8
