date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,total_doses_1d,total_doses_2d,total_doses_3d,new_doses,total_doses,perc_1d,perc_2d,cvac_cum_tot_ade_p,per_quo_1_n,per_quo_2_n,per_cum_1_n,per_cum_2_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,143,0,0,143,0,0,143,143,0.0058798296,0.0,0.002147416,115.0,0.0,115.0,0.0,
2020-12-15,Région,RSS06,06 - Montréal,377,0,0,520,0,0,377,520,0.0241328657,0.0,0.0050617663,357.0,0.0,472.0,0.0,
2020-12-16,Région,RSS06,06 - Montréal,311,0,0,831,0,0,311,831,0.0403918727,0.0,0.0064422481,318.0,0.0,790.0,0.0,
2020-12-17,Région,RSS06,06 - Montréal,296,0,0,1127,0,0,296,1127,0.0559862034,0.0,0.0073114403,305.0,0.0,1095.0,0.0,
2020-12-18,Région,RSS06,06 - Montréal,143,0,0,1270,0,0,143,1270,0.0642179648,0.0,0.0083851483,161.0,0.0,1256.0,0.0,
2020-12-19,Région,RSS06,06 - Montréal,84,0,0,1354,0,0,84,1354,0.0688706995,0.0,0.0089986957,91.0,0.0,1347.0,0.0,
2020-12-20,Région,RSS06,06 - Montréal,80,0,0,1434,0,0,80,1434,0.0733700473,0.0,0.0096122431,88.0,0.0,1435.0,0.0,
2020-12-21,Région,RSS06,06 - Montréal,320,0,0,1754,0,0,320,1754,0.0891177648,0.0,0.0129356251,308.0,0.0,1743.0,0.0,
2020-12-22,Région,RSS06,06 - Montréal,576,0,0,2330,0,0,576,2330,0.1143243386,0.0,0.0207072259,493.0,0.0,2236.0,0.0,
2020-12-23,Région,RSS06,06 - Montréal,478,0,0,2808,0,0,478,2808,0.1381504306,0.0,0.0234170604,466.0,0.0,2702.0,0.0,
2020-12-24,Région,RSS06,06 - Montréal,186,0,0,2994,0,0,186,2994,0.1478138027,0.0,0.0248486711,189.0,0.0,2891.0,0.0,
2020-12-25,Région,RSS06,06 - Montréal,0,0,0,2994,0,0,0,2994,0.1484273501,0.0,0.0248486711,12.0,0.0,2903.0,0.0,
2020-12-26,Région,RSS06,06 - Montréal,218,0,0,3212,0,0,218,3212,0.1599313645,0.0,0.0269449581,225.0,0.0,3128.0,0.0,
2020-12-27,Région,RSS06,06 - Montréal,199,0,0,3411,0,0,199,3411,0.1711286052,0.0,0.0280697951,219.0,0.0,3347.0,0.0,
2020-12-28,Région,RSS06,06 - Montréal,586,0,0,3997,0,0,586,3997,0.2028796849,0.0,0.0328759167,621.0,0.0,3968.0,0.0,
2020-12-29,Région,RSS06,06 - Montréal,550,0,0,4547,0,0,550,4547,0.2336081855,0.0,0.0362504276,601.0,0.0,4569.0,0.0,
2020-12-30,Région,RSS06,06 - Montréal,563,0,0,5110,0,0,563,5110,0.264592331,0.0,0.0409031623,606.0,0.0,5175.0,0.0,
2020-12-31,Région,RSS06,06 - Montréal,38,0,0,5148,0,0,38,5148,0.267813455,0.0,0.0410565491,63.0,0.0,5238.0,0.0,
2021-01-01,Région,RSS06,06 - Montréal,6,0,0,5154,0,0,6,5154,0.2695518394,0.0,0.041158807,34.0,0.0,5272.0,0.0,
2021-01-02,Région,RSS06,06 - Montréal,15,0,0,5169,0,0,15,5169,0.2713924817,0.0,0.041209936,36.0,0.0,5308.0,0.0,
2021-01-03,Région,RSS06,06 - Montréal,15,0,0,5184,0,0,15,5184,0.2737955425,0.0,0.041209936,47.0,0.0,5355.0,0.0,
2021-01-04,Région,RSS06,06 - Montréal,575,0,0,5759,0,0,575,5759,0.3029901745,0.0,0.0495950843,571.0,0.0,5926.0,0.0,
2021-01-05,Région,RSS06,06 - Montréal,1899,0,0,7658,0,0,1899,7658,0.3966072872,0.0001533869,0.072654242,1831.0,3.0,7757.0,3.0,
2021-01-06,Région,RSS06,06 - Montréal,2734,1,0,10392,1,0,2735,10393,0.5292357909,0.0005112895,0.1005195213,2594.0,7.0,10351.0,10.0,
2021-01-07,Région,RSS06,06 - Montréal,4126,0,0,14518,1,0,4126,14519,0.7209182351,0.0008691922,0.1503702503,3749.0,7.0,14100.0,17.0,
2021-01-08,Région,RSS06,06 - Montréal,3793,1,0,18311,2,0,3794,18313,0.9026305335,0.0014316107,0.1924493785,3554.0,11.0,17654.0,28.0,
2021-01-09,Région,RSS06,06 - Montréal,2050,0,0,20361,2,0,2050,20363,1.004019247,0.0018406423,0.2118272516,1983.0,8.0,19637.0,36.0,
2021-01-10,Région,RSS06,06 - Montréal,1416,1,0,21777,3,0,1417,21780,1.07662236,0.0020451581,0.2245583609,1420.0,4.0,21057.0,40.0,
2021-01-11,Région,RSS06,06 - Montréal,1616,1,0,23393,4,0,1617,23397,1.1591444899,0.0026587055,0.2397947888,1614.0,12.0,22671.0,52.0,
2021-01-12,Région,RSS06,06 - Montréal,1118,2,0,24511,6,0,1120,24517,1.220857136,0.003221124,0.2454701026,1207.0,11.0,23878.0,63.0,
2021-01-13,Région,RSS06,06 - Montréal,1312,0,0,25823,6,0,1312,25829,1.2932557332,0.0038346715,0.2508897716,1416.0,12.0,25294.0,75.0,
2021-01-14,Région,RSS06,06 - Montréal,1904,1,0,27727,7,0,1905,27734,1.3955647679,0.0043970899,0.2624449149,2001.0,11.0,27295.0,86.0,
2021-01-15,Région,RSS06,06 - Montréal,1818,1,0,29545,8,0,1819,29553,1.4931699388,0.0051640242,0.2702165158,1909.0,15.0,29204.0,101.0,
2021-01-16,Région,RSS06,06 - Montréal,1139,3,0,30684,11,0,1142,30695,1.5534509742,0.0057264427,0.276454248,1179.0,11.0,30383.0,112.0,
2021-01-17,Région,RSS06,06 - Montréal,944,1,0,31628,12,0,945,31640,1.6022279952,0.0062888612,0.2824874645,954.0,11.0,31337.0,123.0,
2021-01-18,Région,RSS06,06 - Montréal,1092,5,0,32720,17,0,1097,32737,1.6593901645,0.0079249877,0.2929688998,1118.0,32.0,32455.0,155.0,
2021-01-19,Région,RSS06,06 - Montréal,1328,0,0,34048,17,0,1328,34065,1.73040828,0.0092543405,0.3007916296,1389.0,26.0,33844.0,181.0,
2021-01-20,Région,RSS06,06 - Montréal,1584,2,0,35632,19,0,1586,35651,1.8172763709,0.0100724037,0.3075917803,1699.0,16.0,35543.0,197.0,
2021-01-21,Région,RSS06,06 - Montréal,1962,4,0,37594,23,0,1966,37617,1.9229599164,0.0113506275,0.3168972497,2067.0,25.0,37610.0,222.0,
2021-01-22,Région,RSS06,06 - Montréal,2194,3,0,39788,26,0,2197,39814,2.0401474764,0.0121686908,0.3251290111,2292.0,16.0,39902.0,238.0,
2021-01-23,Région,RSS06,06 - Montréal,1268,4,0,41056,30,0,1272,41086,2.1082001126,0.0127822382,0.3291170695,1331.0,12.0,41233.0,250.0,
2021-01-24,Région,RSS06,06 - Montréal,397,1,0,41453,31,0,398,41484,2.130492336,0.0135491725,0.3310599697,436.0,15.0,41669.0,265.0,
2021-01-25,Région,RSS06,06 - Montréal,624,5,0,42077,36,0,629,42113,2.1669472794,0.0154409438,0.3343833516,713.0,37.0,42382.0,302.0,
2021-01-26,Région,RSS06,06 - Montréal,775,28,0,42852,64,0,803,42916,2.2113272105,0.0201959364,0.3414391471,868.0,93.0,43250.0,395.0,
2021-01-27,Région,RSS06,06 - Montréal,703,10,0,43555,74,0,713,43629,2.2513611805,0.0242862526,0.3470633319,783.0,80.0,44033.0,475.0,
2021-01-28,Région,RSS06,06 - Montréal,855,34,0,44410,108,0,889,44518,2.2987577198,0.02929689,0.3552950933,927.0,98.0,44960.0,573.0,
2021-01-29,Région,RSS06,06 - Montréal,208,18,0,44618,126,0,226,44744,2.3119489897,0.0329270456,0.3604079886,258.0,71.0,45218.0,644.0,
2021-01-30,Région,RSS06,06 - Montréal,31,34,0,44649,160,0,65,44809,2.3149144689,0.0369662329,0.364344918,58.0,79.0,45276.0,723.0,
2021-01-31,Région,RSS06,06 - Montréal,9,16,0,44658,176,0,25,44834,2.3175731745,0.0398805832,0.3670547525,52.0,57.0,45328.0,780.0,
2021-02-01,Région,RSS06,06 - Montréal,21,28,0,44679,204,0,49,44883,2.3215101038,0.0437152547,0.3706849081,77.0,75.0,45405.0,855.0,
2021-02-02,Région,RSS06,06 - Montréal,70,65,0,44749,269,0,135,45018,2.3283102546,0.0515891134,0.3788655406,133.0,154.0,45538.0,1009.0,
2021-02-03,Région,RSS06,06 - Montréal,2233,47,0,46982,316,0,2280,47298,2.4415097562,0.0567020087,0.39353955,2214.0,100.0,47752.0,1109.0,
2021-02-04,Région,RSS06,06 - Montréal,3427,23,0,50409,339,0,3450,50748,2.6169843223,0.0616615171,0.4096451702,3432.0,97.0,51184.0,1206.0,
2021-02-05,Région,RSS06,06 - Montréal,3492,35,0,53901,374,0,3527,54275,2.7943506597,0.0662119939,0.4230920848,3469.0,89.0,54653.0,1295.0,
2021-02-06,Région,RSS06,06 - Montréal,1506,15,0,55407,389,0,1521,55796,2.8729869892,0.0688706995,0.4313238462,1538.0,52.0,56191.0,1347.0,
2021-02-07,Région,RSS06,06 - Montréal,446,4,0,55853,393,0,450,56246,2.8991650131,0.0701489233,0.4332667464,512.0,25.0,56703.0,1372.0,
2021-02-08,Région,RSS06,06 - Montréal,1166,28,0,57019,421,0,1194,57440,2.9594971774,0.0747505291,0.4404247998,1180.0,90.0,57883.0,1462.0,
2021-02-09,Région,RSS06,06 - Montréal,535,19,0,57554,440,0,554,57994,2.9896121307,0.0800168112,0.4462535004,589.0,103.0,58472.0,1565.0,
2021-02-10,Région,RSS06,06 - Montréal,1170,24,0,58724,464,0,1194,59188,3.0509157451,0.0865101882,0.4549965514,1199.0,127.0,59671.0,1692.0,
2021-02-11,Région,RSS06,06 - Montréal,1819,30,0,60543,494,0,1849,61037,3.1425388286,0.0935659837,0.4661426631,1792.0,138.0,61463.0,1830.0,
2021-02-12,Région,RSS06,06 - Montréal,1868,23,0,62411,517,0,1891,62928,3.2382522283,0.0974006552,0.4774421617,1872.0,75.0,63335.0,1905.0,
2021-02-13,Région,RSS06,06 - Montréal,71,8,0,62482,525,0,79,63007,3.2437741552,0.0993946843,0.4797429645,108.0,39.0,63443.0,1944.0,
2021-02-14,Région,RSS06,06 - Montréal,52,6,0,62534,531,0,58,63065,3.2486825347,0.1012353266,0.4814813489,96.0,36.0,63539.0,1980.0,
2021-02-15,Région,RSS06,06 - Montréal,839,15,0,63373,546,0,854,63919,3.2937782711,0.1053256429,0.4885371444,882.0,80.0,64421.0,2060.0,
2021-02-16,Région,RSS06,06 - Montréal,164,25,0,63537,571,0,189,64108,3.3065605093,0.1096204749,0.493292137,250.0,84.0,64671.0,2144.0,
2021-02-17,Région,RSS06,06 - Montréal,417,10,0,63954,581,0,427,64535,3.3319204699,0.1136085332,0.4978937428,496.0,78.0,65167.0,2222.0,
2021-02-18,Région,RSS06,06 - Montréal,2451,21,0,66405,602,0,2472,67007,3.4571352754,0.1183123969,0.5123632364,2449.0,92.0,67616.0,2314.0,
2021-02-19,Région,RSS06,06 - Montréal,3943,10,0,70348,612,0,3953,70960,3.6572028679,0.1231696474,0.5320478833,3913.0,95.0,71529.0,2409.0,
2021-02-20,Région,RSS06,06 - Montréal,2559,5,0,72907,617,0,2564,73524,3.7869681502,0.1255727082,0.5425804476,2538.0,47.0,74067.0,2456.0,
2021-02-21,Région,RSS06,06 - Montréal,1961,8,0,74868,625,0,1969,75493,3.8850846107,0.12792464,0.5496362431,1919.0,46.0,75986.0,2502.0,
2021-02-22,Région,RSS06,06 - Montréal,2196,22,0,77064,647,0,2218,77711,3.9970058885,0.1331397932,0.561600418,2189.0,102.0,78175.0,2604.0,
