group,1d,2d,3d,pop 2021
0-4,31408,13515,37,428991
5-11,441301,338495,32731,650347
12-17,532843,510419,122576,529446
18-29,1118429,1059331,454390,1216440
30-39,1026355,985921,521707,1118629
40-49,1030787,1006244,658389,1115327
50-59,1082868,1057282,806987,1155183
60-69,1118930,1106784,1003925,1168854
70-79,755917,754404,726615,783129
80 plus,401316,401768,392025,425520
Total 5+,7508746,7220648,4719345,8162875
Total,7540154,7234163,4719382,8591866
