group,1d,2d,pop 2021
0-11,449,88,1079338
12-17,463369,386146,529446
18-29,947088,790111,1216440
30-39,901561,787333,1118629
40-49,949929,869911,1115327
50-59,1026817,961034,1155183
60-69,1085017,1052708,1168854
70-79,740284,728457,783129
80 plus,394424,382246,425520
Total 12+,6508489,5957946,7512528
Total,6508938,5958034,8591866
