,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4051,2,4028,23,53,0,3987,11,196934.5,2057.03,5.59,26.91,0
02,02 - Saguenay-Lac-Saint-Jean,11151,3,10930,221,271,0,10860,20,277505,4018.31,7.21,97.66,0
03,03 - Capitale-Nationale,33579,13,33225,354,1119,0,32334,126,757803,4431.10,16.58,147.66,15
04,04 - Mauricie et Centre-du-Québec,16453,18,16211,242,563,0,15697,193,523331.5,3143.90,36.81,107.58,21
05,05 - Estrie,15854,12,15344,510,356,1,15283,215,494966.5,3203.05,43.28,71.92,32
06,06 - Montréal,141156,221,138220,2936,4781,1,134252,2123,2072060.5,6812.35,102.14,230.74,219
07,07 - Outaouais,13348,19,12902,446,216,1,12888,244,402744,3314.26,60.33,53.63,37
08,08 - Abitibi-Témiscamingue,1218,0,1185,33,9,0,1200,9,147637,825.00,6.10,6.10,2
09,09 - Côte-Nord,598,0,579,19,4,0,591,3,89700.5,666.66,3.36,4.46,0
10,10 - Nord-du-Québec,134,0,132,2,0,0,132,2,13521.5,991.01,14.83,0.00,1
11,11 - Gaspésie-Îles-de-la-Madeleine,2121,4,2101,20,47,0,2042,32,89823,2361.31,35.70,52.33,0
12,12 - Chaudière-Appalaches,19912,21,19636,276,370,2,19279,263,431109.5,4618.78,60.89,85.83,40
13,13 - Laval,34863,121,32970,1893,926,0,33059,878,444658.5,7840.40,196.61,208.25,94
14,14 - Lanaudière,25839,42,25128,711,517,0,24727,595,522367,4946.52,113.41,98.97,40
15,15 - Laurentides,22926,76,22322,604,512,1,21869,545,630238,3637.67,86.03,81.24,68
16,16 - Montérégie,54920,80,52970,1950,1564,1,52404,952,1438226,3818.59,65.94,108.75,105
17,17 - Nunavik,50,0,48,2,0,0,50,0,14336.5,348.76,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,142,0,142,0,4,0,136,2,18507,767.28,10.74,21.61,3
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,739,1,734,5,0,0,711,28,.,.,.,.,3
999,Ensemble du Québec,399058,633,388810,10248,11312,7,381505,6241,8565469.5,4658.92,72.64,132.07,680

