Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;19;272;202,6;11207;8348,2;0;;480;357,6
Anjou;< 5;61;142,5;3705;8657,4;0;;78;182,3
Baie D'urfé;0;< 5;n.p.;98;2563,4;0;;< 5;n.p.
Beaconsfield;< 5;16;* 82,8;535;2768,6;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;14;183;109,9;12478;7493,4;0;;369;221,6
Côte-Saint-Luc;< 5;51;157,2;2938;9054,5;0;;119;366,7
Dollard-des-Ormeaux;< 5;62;126,8;2973;6079,9;0;;125;255,6
Dorval;< 5;18;* 94,8;861;4536,4;0;;68;358,3
Hampstead;< 5;13;* 186,4;434;6224;0;;6;n.p.
Kirkland;< 5;22;* 109,2;813;4034,5;0;;33;* 163,8
Lachine;9;57;128,1;3076;6914,1;0;;170;382,1
LaSalle;6;91;118,4;5968;7765,5;0;;242;314,9
L'Île-Bizard–Sainte-Geneviève;< 5;21;* 114;1127;6120,7;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;19;252;185,3;9374;6891,4;< 5;n.p.;447;328,6
Montréal Est;0;8;n.p.;297;7714,3;0;;9;* 233,8
Montréal-Nord;20;235;279;9659;11466,9;0;;336;398,9
Montréal-Ouest;0;10;* 198;206;4079,2;0;;< 5;n.p.
Mont-Royal;< 5;15;* 74;1167;5755,6;0;;93;458,7
Outremont;< 5;14;* 58,4;1313;5481,3;0;;29;* 121,1
Pierrefonds–Roxboro;5;90;129,9;4502;6496,7;0;;84;121,2
Plateau Mont-Royal;7;120;115,4;5093;4897,1;0;;172;165,4
Pointe-Claire;0;21;* 66,9;1133;3610,6;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;12;291;272,6;9611;9003,9;< 5;n.p.;316;296
Rosemont–La Petite Patrie;13;183;131,1;7526;5391,5;0;;324;232,1
Sainte-Anne-de-Bellevue;< 5;14;* 282,4;169;3408,6;0;;12;* 242
Saint-Laurent;25;166;168;8820;8924,6;< 5;n.p.;156;157,9
Saint-Léonard;17;230;293,7;8296;10594,5;0;;144;183,9
Senneville;0;< 5;n.p.;28;* 3040,2;0;;0;
Sud-Ouest;< 5;134;171,5;4320;5527,8;0;;206;263,6
Verdun;0;43;62,1;3335;4817,3;0;;198;286
Ville-Marie;9;152;170,5;5339;5987,4;0;;125;140,2
Villeray–Saint-Michel–Parc-Extension;16;238;165,4;11879;8257,7;< 5;n.p.;200;139
Westmount;0;17;* 83,7;790;3889,3;0;;58;285,5
Territoire à confirmer;6;67;;2086;;0;;25;
Total à Montréal;221;3173;153,6;141156;6833,5;6;n.p.;4781;231,5
