"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2023-01-23;25875487;22864034
2023-01-22;25875487;22861914
2023-01-21;25875487;22860605
2023-01-20;25875487;22856561
2023-01-19;25875487;22852782
2023-01-18;25875487;22846931
2023-01-17;25839487;22842113
