Regroupement,Croisement,Nom,Cumul,nbPrelPos,nombreSequencageA,nombreSequencageB,nombreSequencageG,NbrConfirmeDelta,NbrPresomptifDelta,Delta_Total,NbrAutres,NbrAutre2,Total_VOC,nbrNonVOC,nbrCribETSeq,nbrCrib,nbrSeq,nbrCribOUSeq
Région,RSS01,01 - Bas-Saint-Laurent,Total,3101,994,0,0,15,99,114,1993,1501,1108,492,202,1685,228,1600
Région,RSS02,02 - Saguenay-Lac-Saint-Jean,Total,3449,997,0,0,54,181,235,2217,1443,1232,774,208,1988,216,2006
Région,RSS03,03 - Capitale-Nationale,Total,16408,6279,5,11,399,776,1175,8938,5825,7470,3113,1096,10043,1194,10583
Région,RSS04,04 - Mauricie et Centre-du-Québec,Total,7599,1652,1,2,188,851,1039,4905,4287,2694,618,391,4363,381,3312
Région,RSS05,05 - Estrie,Total,9281,2034,0,11,276,863,1139,6097,5049,3184,1048,563,4033,435,4232
Région,RSS06,06 - Montréal,Total,76695,13823,126,285,3427,7102,10529,51932,36952,24763,14980,6458,30817,6688,39743
Région,RSS07,07 - Outaouais,Total,8401,3840,17,33,151,1056,1207,3304,1935,5097,1369,237,4824,1147,6466
Région,RSS08,08 - Abitibi-Témiscamingue,Total,932,103,193,0,15,56,71,565,281,367,284,18,273,246,651
Région,RSS09,09 - Côte-Nord,Total,448,163,0,0,9,56,65,220,169,228,51,20,282,41,279
Région,RSS10,10 - Nord-du-Québec,Total,67,22,2,0,4,12,16,27,6,40,21,12,51,6,61
Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,Total,703,185,0,0,33,56,89,429,358,274,71,38,346,59,345
Région,RSS12,12 - Chaudière-Appalaches,Total,14229,3452,1,10,342,1608,1950,8816,7547,5413,1269,819,8319,980,6682
Région,RSS13,13 - Laval,Total,19475,3281,13,23,565,2946,3511,12647,9558,6828,3089,785,7265,956,9917
Région,RSS14,14 - Lanaudière,Total,11948,1820,38,11,278,1902,2180,7899,5453,4049,2446,704,5298,823,6495
Région,RSS15,15 - Laurentides,Total,13821,2558,33,59,346,2661,3007,8164,5039,5657,3125,1078,7541,1071,8782
Région,RSS16,16 - Montérégie,Total,28340,4291,25,155,1494,2707,4201,19668,14450,8672,5218,2343,10839,2451,13890
Région,RSS00,Inconnu,Total,883,51,1,0,24,70,94,737,529,146,208,28,269,90,354
Région,RSS98,Hors-Québec,Total,924,125,11,10,181,125,306,472,335,452,137,196,337,269,589
Région,RSS99,Ensemble du Québec,Total,216704,45670,466,610,7801,23127,30928,139030,100717,77674,38313,15196,98573,17281,115987

