CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;50;446;119,2;21379;5714,5;0;;889;237,6
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;40;410;108,7;24658;6538,4;< 5;n.p.;762;202,1
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;32;373;113,9;15767;4813,7;0;;647;197,5
CIUSSS du Nord-de-l'Île-de-Montréal ;76;790;175,6;35191;7822;< 5;n.p.;1106;245,8
CIUSSS de l'Est-de-l'Île-de-Montréal ;93;1127;209,9;42034;7827,9;5;n.p.;1352;251,8
Territoire à confirmer;< 5;70;;2419;;0;;26;
Total à Montréal;292;3216;155,7;141448;6847,6;7;n.p.;4782;231,5
