Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;18;268;199,6;11225;8361,6;0;;480;357,6
Anjou;7;65;151,9;3712;8673,7;0;;78;182,3
Baie D'urfé;0;< 5;n.p.;98;2563,4;0;;< 5;n.p.
Beaconsfield;< 5;15;* 77,6;536;2773,8;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;18;186;111,7;12496;7504,2;0;;369;221,6
Côte-Saint-Luc;< 5;52;160,3;2942;9066,8;0;;119;366,7
Dollard-des-Ormeaux;8;68;139,1;2981;6096,2;0;;125;255,6
Dorval;< 5;20;* 105,4;863;4546,9;0;;68;358,3
Hampstead;< 5;15;* 215,1;437;6267;0;;6;n.p.
Kirkland;< 5;22;* 109,2;814;4039,5;0;;33;* 163,8
Lachine;9;63;141,6;3085;6934,3;0;;170;382,1
LaSalle;18;99;128,8;5986;7788,9;0;;242;314,9
L'Île-Bizard–Sainte-Geneviève;< 5;23;* 124,9;1129;6131,5;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;12;251;184,5;9386;6900,3;< 5;n.p.;447;328,6
Montréal Est;0;7;n.p.;297;7714,3;0;;9;* 233,8
Montréal-Nord;28;248;294,4;9687;11500,1;0;;336;398,9
Montréal-Ouest;< 5;11;* 217,8;207;4099;0;;< 5;n.p.
Mont-Royal;< 5;17;* 83,8;1169;5765,4;0;;93;458,7
Outremont;-1;12;* 50,1;1312;5477,2;0;;29;* 121,1
Pierrefonds–Roxboro;7;94;135,6;4509;6506,8;0;;84;121,2
Plateau Mont-Royal;7;111;106,7;5100;4903,8;0;;172;165,4
Pointe-Claire;0;21;* 66,9;1133;3610,6;0;;54;172,1
Rivière-des-Prairies–Pointe-aux-Trembles;28;286;267,9;9639;9030,1;< 5;n.p.;316;296
Rosemont–La Petite Patrie;14;189;135,4;7540;5401,5;0;;324;232,1
Sainte-Anne-de-Bellevue;< 5;16;* 322,7;171;3449;0;;12;* 242
Saint-Laurent;12;166;168;8832;8936,7;< 5;n.p.;156;157,9
Saint-Léonard;21;235;300,1;8317;10621,3;< 5;n.p.;145;185,2
Senneville;0;< 5;n.p.;28;* 3040,2;0;;0;
Sud-Ouest;13;129;165,1;4333;5544,4;0;;206;263,6
Verdun;< 5;44;63,6;3339;4823,1;0;;198;286
Ville-Marie;12;143;160,4;5351;6000,9;0;;125;140,2
Villeray–Saint-Michel–Parc-Extension;37;256;178;11916;8283,5;< 5;n.p.;200;139
Westmount;0;14;* 68,9;790;3889,3;0;;58;285,5
Territoire à confirmer;< 5;64;;2088;;0;;25;
Total à Montréal;292;3216;155,7;141448;6847,6;7;n.p.;4782;231,5
