group,1d,2d,3d,pop 2021
0-4,248,54,8,428991
5-11,429606,315059,274,650347
12-17,529907,503047,75938,529446
18-29,1110234,1049673,411853,1216440
30-39,1018311,977253,482303,1118629
40-49,1025706,1000027,620427,1115327
50-59,1079169,1053033,774095,1155183
60-69,1114866,1103547,976417,1168854
70-79,753532,752579,710558,783129
80 plus,400487,400755,382817,425520
Total 5+,7461818,7154973,4434682,8162875
Total,7462066,7155027,4434690,8591866
