date,0d,1d,2d,3d
2022-01-05,2331,791,12188,1829
2022-01-06,2119,696,10758,1855
2022-01-07,1647,576,8030,1763
2022-01-08,1241,398,6176,1481
2022-01-09,971,291,5002,1300
2022-01-10,1034,299,5107,1343
2022-01-11,819,260,4096,1506
2022-01-12,744,238,3842,1772
2022-01-13,690,215,3380,1546
2022-01-14,592,202,3092,1428
2022-01-15,452,172,2561,1382
2022-01-16,437,138,2202,1068
2022-01-17,561,164,2490,1168
2022-01-18,544,203,2906,1422
2022-01-19,520,161,2473,1482
2022-01-20,492,179,2286,1421
2022-01-21,468,160,1947,1305
2022-01-22,345,105,1320,1049
2022-01-23,349,108,1213,868
2022-01-24,437,172,1629,1180
2022-01-25,483,198,1889,1504
2022-01-26,479,223,1531,1339
2022-01-27,457,210,1422,1372
2022-01-28,413,161,1367,1285
2022-01-29,352,150,1086,954
2022-01-30,331,138,897,947
2022-01-31,394,187,1263,1279
2022-02-01,504,216,1512,1449
2022-02-02,450,233,1461,1509
2022-02-03,360,165,1185,1225
2022-02-04,362,153,1114,1209
2022-02-05,271,99,740,1006
2022-02-06,260,83,720,903
2022-02-07,369,126,1139,1327
2022-02-08,413,125,1095,1446
2022-02-09,308,126,1004,1267
2022-02-10,348,89,924,1132
2022-02-11,273,85,839,1176
2022-02-12,194,42,506,746
2022-02-13,187,51,473,757
2022-02-14,229,82,669,1007
2022-02-15,215,66,697,1037
2022-02-16,244,55,633,938
2022-02-17,219,57,508,921
2022-02-18,176,42,482,776
2022-02-19,111,19,301,591
2022-02-20,107,26,316,600
2022-02-21,199,38,481,917
2022-02-22,156,49,511,876
2022-02-23,141,31,432,839
2022-02-24,127,35,405,710
2022-02-25,100,32,298,622
2022-02-26,92,19,255,514
2022-02-27,71,17,239,468
2022-02-28,142,28,390,732
2022-03-01,133,24,385,701
2022-03-02,102,28,314,692
2022-03-03,107,20,422,772
2022-03-04,93,18,278,658
2022-03-05,77,13,206,472
2022-03-06,68,14,204,476
2022-03-07,121,20,328,757
2022-03-08,118,25,379,814
2022-03-09,95,18,339,781
2022-03-10,83,16,256,726
2022-03-11,82,13,271,685
2022-03-12,66,20,194,432
2022-03-13,62,14,173,433
2022-03-14,99,16,301,873
2022-03-15,96,22,319,969
2022-03-16,95,25,349,973
2022-03-17,108,23,344,899
2022-03-18,91,20,268,834
2022-03-19,61,7,212,598
2022-03-20,66,4,243,672
2022-03-21,104,26,428,1125
2022-03-22,119,37,536,1481
2022-03-23,149,22,525,1606
2022-03-24,121,19,484,1550
2022-03-25,140,25,507,1457
2022-03-26,109,33,342,1105
2022-03-27,105,23,383,1186
2022-03-28,167,46,643,1907
2022-03-29,171,39,706,2114
2022-03-30,169,41,779,2283
2022-03-31,235,29,663,2054
2022-04-01,204,35,664,2018
2022-04-02,149,27,485,1601
2022-04-03,136,26,456,1525
2022-04-04,204,33,688,2290
2022-04-05,240,47,814,2538
2022-04-06,221,36,783,2527
2022-04-07,251,42,791,2405
2022-04-08,219,37,624,2073
2022-04-09,158,23,469,1796
2022-04-10,137,28,438,1678
2022-04-11,222,37,539,2038
2022-04-12,261,29,686,2406
2022-04-13,241,31,638,2441
2022-04-14,164,30,543,2012
2022-04-15,143,21,405,1622
2022-04-16,132,19,294,1189
2022-04-17,112,20,264,1164
2022-04-18,127,15,351,1418
2022-04-19,180,24,483,1874
2022-04-20,196,32,532,2050
2022-04-21,153,20,446,1587
2022-04-22,158,22,364,1451
2022-04-23,116,9,251,952
2022-04-24,138,13,264,959
2022-04-25,169,14,380,1310
2022-04-26,139,26,334,1305
2022-04-27,141,19,339,1216
2022-04-28,125,20,315,1105
2022-04-29,131,10,243,1006
2022-04-30,77,17,149,674
2022-05-01,63,12,140,650
2022-05-02,112,9,215,966
