,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4058,2,4035,23,54,0,3996,8,196934.5,2060.58,4.07,27.42,1
02,02 - Saguenay-Lac-Saint-Jean,11206,9,10986,220,271,0,10894,41,277505,4038.13,14.78,97.66,3
03,03 - Capitale-Nationale,33746,21,33391,355,1121,0,32472,153,757803,4453.14,20.13,147.93,9
04,04 - Mauricie et Centre-du-Québec,16709,47,16472,237,565,1,15892,252,523331.5,3192.81,48.06,107.96,19
05,05 - Estrie,16137,33,15623,514,356,0,15519,262,494966.5,3260.22,52.74,71.92,33
06,06 - Montréal,143243,237,140308,2935,4790,3,136107,2346,2072060.5,6913.07,112.87,231.17,204
07,07 - Outaouais,13539,23,13093,446,220,0,13116,203,402744,3361.69,50.19,54.63,16
08,08 - Abitibi-Témiscamingue,1223,1,1190,33,9,0,1210,4,147637,828.38,2.71,6.10,0
09,09 - Côte-Nord,600,0,581,19,4,0,595,1,89700.5,668.89,1.12,4.46,1
10,10 - Nord-du-Québec,134,0,132,2,0,0,134,0,13521.5,991.01,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2138,3,2118,20,47,0,2069,22,89823,2380.24,24.54,52.33,2
12,12 - Chaudière-Appalaches,20270,48,19996,274,370,0,19578,322,431109.5,4701.82,74.55,85.83,39
13,13 - Laval,35382,59,33466,1916,929,1,33801,652,444658.5,7957.12,146.00,208.92,74
14,14 - Lanaudière,26200,29,25490,710,518,0,25238,444,522367,5015.63,84.63,99.16,71
15,15 - Laurentides,23597,61,22993,604,514,0,22380,703,630238,3744.14,110.97,81.56,50
16,16 - Montérégie,55838,106,53899,1939,1567,0,53249,1022,1438226,3882.42,70.79,108.95,89
17,17 - Nunavik,50,0,48,2,0,0,50,0,14336.5,348.76,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,142,0,142,0,5,0,136,1,18507,767.28,5.37,27.02,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,758,4,753,5,0,0,745,13,.,.,.,.,2
999,Ensemble du Québec,404974,683,394719,10255,11340,5,387185,6449,8565469.5,4727.98,75.06,132.39,613

