CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;40;500;133,6;21642;5784,8;0;;889;237,6
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;37;450;119,3;24895;6601,2;0;;762;202,1
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;18;329;100,4;15930;4863,5;0;;647;197,5
CIUSSS du Nord-de-l'Île-de-Montréal ;47;901;200,3;35668;7928,1;7;n.p.;1112;247,2
CIUSSS de l'Est-de-l'Île-de-Montréal ;87;1176;219;42642;7941,2;5;n.p.;1354;252,2
Territoire à confirmer;8;87;;2466;;0;;26;
Total à Montréal;237;3443;166,7;143243;6934,5;12;* 0,6;4790;231,9
