Date;Doses du vaccin COVID-19 reçues (cumulatif);Doses du vaccin COVID-19 administrées (cumulatif)
2021-04-10;2429695;1890476
2021-04-09;2429695;1831029
2021-04-08;2358095;1756468
2021-04-07;2358095;1686218
2021-04-06;2358095;1638229
2021-04-05;2334695;1594235
2021-04-04;2127605;1554121
