Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;14;201;149,7;21804;16241,9;0;;534;397,8
Anjou;5;70;163,6;7357;17190,9;0;;87;203,3
Baie D'urfé;< 5;5;n.p.;358;9364,4;0;;< 5;n.p.
Beaconsfield;0;35;* 181,1;1854;9594,3;0;;27;* 139,7
Côte-des-Neiges–Notre-Dame-de-Grâce;14;207;124,3;26033;15633,6;< 5;n.p.;416;249,8
Côte-Saint-Luc;5;59;181,8;6030;18583,6;< 5;n.p.;131;403,7
Dollard-des-Ormeaux;< 5;104;212,7;6830;13967,6;< 5;n.p.;134;274
Dorval;< 5;31;* 163,3;2353;12397,3;0;;70;368,8
Hampstead;0;11;* 157,8;1345;19288,7;0;;7;n.p.
Kirkland;< 5;42;208,4;2262;11225,2;0;;40;198,5
Lachine;< 5;62;139,4;6908;15527,4;< 5;n.p.;195;438,3
LaSalle;14;97;126,2;12050;15679,3;0;;261;339,6
L'Île-Bizard–Sainte-Geneviève;< 5;30;* 162,9;2629;14278;0;;82;445,3
Mercier–Hochelaga-Maisonneuve;10;198;145,6;21217;15598;< 5;n.p.;517;380,1
Montréal Est;0;< 5;n.p.;748;19428,6;0;;12;* 311,7
Montréal-Nord;< 5;96;114;16043;19045,8;< 5;n.p.;398;472,5
Montréal-Ouest;< 5;8;n.p.;647;12811,9;0;;< 5;n.p.
Mont-Royal;< 5;32;* 157,8;2948;14539,4;0;;95;468,5
Outremont;< 5;29;* 121,1;3185;13296,3;0;;31;* 129,4
Pierrefonds–Roxboro;< 5;77;111,1;9711;14013,6;0;;105;151,5
Plateau Mont-Royal;12;126;121,2;13952;13415,4;< 5;n.p.;202;194,2
Pointe-Claire;< 5;39;124,3;3269;10417,5;0;;68;216,7
Rivière-des-Prairies–Pointe-aux-Trembles;8;118;110,5;19110;17902,8;< 5;n.p.;360;337,3
Rosemont–La Petite Patrie;10;176;126,1;19723;14129,2;< 5;n.p.;365;261,5
Sainte-Anne-de-Bellevue;-1;7;n.p.;529;10669,6;0;;16;* 322,7
Saint-Laurent;5;114;115,4;15798;15985,3;0;;174;176,1
Saint-Léonard;5;80;102,2;15145;19341;< 5;n.p.;172;219,7
Senneville;0;0;;96;10423,5;0;;0;
Sud-Ouest;11;109;139,5;10799;13818,1;0;;235;300,7
Verdun;< 5;119;171,9;8547;12346;< 5;n.p.;220;317,8
Ville-Marie;11;205;229,9;13456;15090,3;0;;159;178,3
Villeray–Saint-Michel–Parc-Extension;8;123;85,5;23292;16191,5;< 5;n.p.;253;175,9
Westmount;6;28;* 137,8;2448;12052;< 5;n.p.;66;324,9
Territoire à confirmer;0;98;;8492;;0;;31;
Total à Montréal;162;2740;132,6;306969;14860,6;26;*1,3;5469;264,8
