Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;18;193;143,8;12262;9134;0;;492;366,5
Anjou;6;121;282,7;4157;9713,5;0;;79;184,6
Baie D'urfé;0;< 5;n.p.;113;2955,8;0;;< 5;n.p.
Beaconsfield;< 5;28;* 144,9;629;3255;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;26;353;212;13794;8283,7;0;;372;223,4
Côte-Saint-Luc;5;39;120,2;3301;10173,2;0;;120;369,8
Dollard-des-Ormeaux;< 5;77;157,5;3359;6869,3;0;;125;255,6
Dorval;< 5;19;* 100,1;932;4910,4;0;;69;363,5
Hampstead;< 5;18;* 258,1;528;7572,1;0;;6;n.p.
Kirkland;< 5;19;* 94,3;912;4525,8;0;;36;* 178,7
Lachine;< 5;46;103,4;3423;7694;0;;171;384,4
LaSalle;6;108;140,5;6523;8487,6;0;;247;321,4
L'Île-Bizard–Sainte-Geneviève;6;27;* 146,6;1197;6500,8;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;8;220;161,7;10393;7640,6;< 5;n.p.;452;332,3
Montréal Est;0;27;* 701,3;352;9142,9;0;;9;* 233,8
Montréal-Nord;6;109;129,4;10468;12427,3;< 5;n.p.;338;401,3
Montréal-Ouest;5;8;n.p.;251;4970,3;0;;< 5;n.p.
Mont-Royal;< 5;26;* 128,2;1288;6352,3;0;;94;463,6
Outremont;0;20;* 83,5;1453;6065,8;0;;29;* 121,1
Pierrefonds–Roxboro;8;104;150,1;5021;7245,6;0;;88;127
Plateau Mont-Royal;7;199;191,3;5659;5441,3;0;;172;165,4
Pointe-Claire;< 5;34;* 108,3;1244;3964,3;< 5;n.p.;56;178,5
Rivière-des-Prairies–Pointe-aux-Trembles;9;244;228,6;10877;10189,9;0;;323;302,6
Rosemont–La Petite Patrie;16;208;149;8423;6034,1;< 5;n.p.;328;235
Sainte-Anne-de-Bellevue;0;< 5;n.p.;190;3832,2;0;;13;* 262,2
Saint-Laurent;16;120;121,4;9675;9789,7;0;;159;160,9
Saint-Léonard;20;235;300,1;9442;12058;< 5;n.p.;150;191,6
Senneville;0;0;;34;* 3691,6;0;;0;
Sud-Ouest;11;93;119;4782;6118,9;0;;209;267,4
Verdun;< 5;102;147,3;3755;5424;< 5;n.p.;202;291,8
Ville-Marie;10;127;142,4;5899;6615,5;0;;130;145,8
Villeray–Saint-Michel–Parc-Extension;21;218;151,5;12964;9012;0;;206;143,2
Westmount;< 5;29;* 142,8;899;4426;0;;57;280,6
Territoire à confirmer;< 5;40;;2230;;< 5;;27;
Total à Montréal;233;3216;155,7;156429;7572,8;10;*0,5;4862;235,4
