,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4572,4,4550,22,63,1,4431,78,196934.5,2321.58,39.64,31.99,5
02,02 - Saguenay-Lac-Saint-Jean,11504,4,11282,222,274,0,11204,26,277505,4145.51,9.37,98.74,1
03,03 - Capitale-Nationale,35737,29,35379,358,1140,0,34324,273,757803,4715.87,35.91,150.43,28
04,04 - Mauricie et Centre-du-Québec,18614,48,18377,237,574,0,17666,374,523331.5,3556.83,71.33,109.68,33
05,05 - Estrie,20140,98,19615,525,384,0,18622,1134,494966.5,4068.96,228.27,77.58,127
06,06 - Montréal,156429,233,153443,2986,4862,1,149223,2344,2072060.5,7549.44,112.78,234.65,213
07,07 - Outaouais,14559,2,14115,444,223,0,14264,72,402744,3614.95,17.80,55.37,10
08,08 - Abitibi-Témiscamingue,1478,4,1445,33,12,0,1328,138,147637,1001.10,93.46,8.13,7
09,09 - Côte-Nord,822,0,799,23,5,0,811,6,89700.5,916.38,6.71,5.57,0
10,10 - Nord-du-Québec,138,0,136,2,0,0,137,1,13521.5,1020.60,7.42,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2327,3,2306,21,48,0,2266,13,89823,2590.65,14.50,53.44,1
12,12 - Chaudière-Appalaches,24236,77,23965,271,384,0,23280,572,431109.5,5621.77,132.43,89.07,46
13,13 - Laval,38458,42,36517,1941,939,0,36994,525,444658.5,8648.88,117.56,211.17,42
14,14 - Lanaudière,28718,48,28008,710,534,0,27594,590,522367,5497.67,112.46,102.23,46
15,15 - Laurentides,27148,86,26544,604,531,0,25918,699,630238,4307.58,110.34,84.25,42
16,16 - Montérégie,60865,98,58944,1921,1599,1,58331,935,1438226,4231.95,64.76,111.18,80
17,17 - Nunavik,979,5,971,8,1,0,872,106,14336.5,6828.72,735.45,6.98,26
18,18 - Terres-Cries-de-la-Baie-James,145,0,145,0,5,0,140,0,18507,783.49,0.00,27.02,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1298,3,1291,7,1,0,1270,27,.,.,.,.,7
999,Ensemble du Québec,448171,784,437835,10336,11579,3,428679,7913,8565469.5,5232.30,92.10,135.18,714

