Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;273;2932;2184,1;16776;12496,6;< 5;n.p.;496;369,5
Anjou;109;1280;2990,9;5982;13977,9;0;;80;186,9
Baie D'urfé;5;89;2328;227;5937,7;0;;< 5;n.p.
Beaconsfield;33;446;2308;1223;6328,9;< 5;n.p.;22;* 113,8
Côte-des-Neiges–Notre-Dame-de-Grâce;441;4081;2450,8;19610;11776,4;< 5;n.p.;374;224,6
Côte-Saint-Luc;75;696;2145;4373;13476,9;< 5;n.p.;121;372,9
Dollard-des-Ormeaux;91;1238;2531,7;4956;10135,2;0;;126;257,7
Dorval;32;517;2723,9;1624;8556,4;0;;69;363,5
Hampstead;21;131;1878,7;765;10970,9;0;;6;n.p.
Kirkland;29;498;2471,3;1572;7801,1;0;;36;* 178,7
Lachine;68;1361;3059,2;5176;11634,3;0;;172;386,6
LaSalle;155;2095;2726;9414;12249,4;0;;248;322,7
L'Île-Bizard–Sainte-Geneviève;30;518;2813,2;1873;10172,2;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;316;3944;2899,5;16191;11903;< 5;n.p.;454;333,8
Montréal Est;7;87;2259,7;531;13792,2;0;;9;* 233,8
Montréal-Nord;188;1853;2199,8;12995;15427,3;7;n.p.;345;409,6
Montréal-Ouest;6;106;2099;426;8435,6;0;;< 5;n.p.
Mont-Royal;48;477;2352,5;2023;9977,3;0;;94;463,6
Outremont;37;454;1895,3;2274;9493,2;0;;29;* 121,1
Pierrefonds–Roxboro;132;1939;2798,1;7505;10830,2;< 5;n.p.;89;128,4
Plateau Mont-Royal;192;2815;2706,7;10544;10138,5;< 5;n.p.;176;169,2
Pointe-Claire;48;730;2326,3;2274;7246,7;< 5;n.p.;59;188
Rivière-des-Prairies–Pointe-aux-Trembles;264;2985;2796,4;14995;14047,8;< 5;n.p.;326;305,4
Rosemont–La Petite Patrie;263;3829;2743;14730;10552,3;< 5;n.p.;331;237,1
Sainte-Anne-de-Bellevue;< 5;124;2501;357;7200,5;0;;13;* 262,2
Saint-Laurent;213;1963;1986,3;12581;12730,2;< 5;n.p.;160;161,9
Saint-Léonard;176;2092;2671,6;12457;15908,3;< 5;n.p.;155;197,9
Senneville;0;24;* 2605,9;68;7383,3;0;;0;
Sud-Ouest;212;2157;2760;8108;10374,8;< 5;n.p.;211;270
Verdun;123;1701;2457,1;6327;9139,2;< 5;n.p.;203;293,2
Ville-Marie;201;2505;2809,2;9776;10963,3;< 5;n.p.;134;150,3
Villeray–Saint-Michel–Parc-Extension;339;3696;2569,3;18472;12840,9;< 5;n.p.;208;144,6
Westmount;37;339;1669;1447;7123,9;< 5;n.p.;59;290,5
Territoire à confirmer;208;1810;;4631;;0;;27;
Total à Montréal;4376;51512;2493,7;232283;11245;34;*1,6;4914;237,9
