,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,9870,354,9833,37,65,0,6532,3273,197738.33333,4991.44,1655.85,32.87,342
02,02 - Saguenay-Lac-Saint-Jean,17429,585,17171,258,282,1,13419,3728,278600,6255.92,1338.14,101.22,416
03,03 - Capitale-Nationale,54081,1631,53720,361,1153,2,42252,10676,761103.66667,7105.60,1392.68,151.49,1039
04,04 - Mauricie et Centre-du-Québec,34063,562,33823,240,607,5,27023,6433,527666.66667,6455.40,1213.12,115.03,825
05,05 - Estrie,33009,621,32484,525,427,2,27743,4839,502406,6570.18,952.60,84.99,577
06,06 - Montréal,232283,4376,229076,3207,4914,7,194382,32987,2061667.3333,11266.75,1592.43,238.35,4487
07,07 - Outaouais,27490,808,27048,442,224,0,19565,7701,405378.66667,6781.31,1879.49,55.26,736
08,08 - Abitibi-Témiscamingue,3883,124,3849,34,23,1,2389,1471,147876.33333,2625.84,994.32,15.55,117
09,09 - Côte-Nord,2347,155,2320,27,5,0,1247,1095,90082.333333,2605.39,1221.17,5.55,86
10,10 - Nord-du-Québec,352,56,327,25,0,0,209,143,13383.666667,2630.07,1074.86,0.00,30
11,11 - Gaspésie-Îles-de-la-Madeleine,3676,110,3640,36,48,0,2660,968,90783.333333,4049.20,1064.95,52.87,63
12,12 - Chaudière-Appalaches,38957,758,38684,273,402,2,31166,7389,434525.66667,8965.41,1692.52,92.51,640
13,13 - Laval,55079,1221,53112,1967,956,0,46634,7489,445993.33333,12349.74,1663.77,214.35,1047
14,14 - Lanaudière,49662,1571,48947,715,556,3,38826,10280,530581,9359.93,1914.30,104.79,1263
15,15 - Laurentides,41560,989,40952,608,536,0,36869,4155,640046.66667,6493.28,640.49,83.74,253
16,16 - Montérégie,104413,2091,102499,1914,1664,4,83398,19351,1452381.3333,7189.09,1319.25,114.57,2659
17,17 - Nunavik,1469,83,1465,4,5,0,1116,348,14619,10048.57,2340.13,34.20,14
18,18 - Terres-Cries-de-la-Baie-James,643,35,561,82,5,0,280,358,18660.333333,3445.81,1887.09,26.79,53
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2088,46,2080,8,1,0,1713,374,.,.,.,.,65
999,Ensemble du Québec,712358,16176,701594,10764,11873,27,577427,123058,8613493.6667,8270.26,1418.18,137.84,14712

