group,1d,2d,3d,pop 2021
0-4,16010,95,9,428991
5-11,437056,331388,3257,650347
12-17,532081,509034,102443,529446
18-29,1114744,1056317,439880,1216440
30-39,1022514,983139,506616,1118629
40-49,1028573,1004524,644930,1115327
50-59,1081322,1056013,794416,1155183
60-69,1117097,1105547,993485,1168854
70-79,754862,753738,721253,783129
80 plus,400982,401473,389468,425520
Total 5+,7489231,7201173,4595748,8162875
Total,7505241,7201268,4595757,8591866
