date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,vac_quo_4_n,total_doses_1d,total_doses_2d,total_doses_3d,vac_cum_4_n,new_doses,total_doses,cvac_comp_tot_p,rap_cvac_comp_p,_1dose_15aout_p,cvac_comp_tot_n,rap_tot_n,_1dose_15aout_n,pop_tot_n,vac_quo_tot_m
2020-12-14,Région,RSS99,Ensemble du Québec,311,0,0,0,311,0,0,0,311,311,0,,0,0,0,0,8726356,
2020-12-15,Région,RSS99,Ensemble du Québec,1189,0,0,0,1500,0,0,0,1189,1500,0,,0,0,0,0,8726356,
2020-12-16,Région,RSS99,Ensemble du Québec,971,0,0,0,2471,0,0,0,971,2471,0,,0,0,0,0,8726356,
2020-12-17,Région,RSS99,Ensemble du Québec,914,0,0,0,3385,0,0,0,914,3385,0,,0,0,0,0,8726356,708
2020-12-18,Région,RSS99,Ensemble du Québec,742,0,0,0,4127,0,0,0,742,4127,0,,0,0,0,0,8726356,739
2020-12-19,Région,RSS99,Ensemble du Québec,718,0,0,0,4845,0,0,0,718,4845,0,,0,0,0,0,8726356,859
2020-12-20,Région,RSS99,Ensemble du Québec,114,0,0,0,4959,0,0,0,114,4959,0,,0,0,0,0,8726356,1258
2020-12-21,Région,RSS99,Ensemble du Québec,522,0,0,0,5481,0,0,0,522,5481,0,,0,0,0,0,8726356,1559
2020-12-22,Région,RSS99,Ensemble du Québec,2030,0,0,0,7511,0,0,0,2030,7511,0,,0,0,0,0,8726356,1453
2020-12-23,Région,RSS99,Ensemble du Québec,3766,0,0,0,11277,0,0,0,3766,11277,0,,0,0,0,0,8726356,1798
2020-12-24,Région,RSS99,Ensemble du Québec,3024,0,0,0,14301,0,0,0,3024,14301,0,,0,0,0,0,8726356,2108
2020-12-25,Région,RSS99,Ensemble du Québec,0,0,0,0,14301,0,0,0,0,14301,0,,0,0,0,0,8726356,2395
2020-12-26,Région,RSS99,Ensemble du Québec,3128,0,0,0,17429,0,0,0,3128,17429,0,,0,0,0,0,8726356,2443
2020-12-27,Région,RSS99,Ensemble du Québec,2283,0,0,0,19712,0,0,0,2283,19712,0,,0,0,0,0,8726356,2342
2020-12-28,Région,RSS99,Ensemble du Québec,2533,0,0,0,22245,0,0,0,2533,22245,0,,0,0,0,0,8726356,1960
2020-12-29,Région,RSS99,Ensemble du Québec,2364,0,0,0,24609,0,0,0,2364,24609,0,,0,0,0,0,8726356,1961
2020-12-30,Région,RSS99,Ensemble du Québec,3065,0,0,0,27674,0,0,0,3065,27674,0,,0,0,0,0,8726356,1605
2020-12-31,Région,RSS99,Ensemble du Québec,344,0,0,0,28018,0,0,0,344,28018,0,,0,0,0,0,8726356,1499
2021-01-01,Région,RSS99,Ensemble du Québec,9,0,0,0,28027,0,0,0,9,28027,0,,0,0,0,0,8726356,1536
2021-01-02,Région,RSS99,Ensemble du Québec,635,0,0,0,28662,0,0,0,635,28662,0.0000114595,,0,1,0,0,8726356,2054
2021-01-03,Région,RSS99,Ensemble du Québec,1541,0,0,0,30203,0,0,0,1541,30203,0.0000114595,,0,1,0,0,8726356,3157
2021-01-04,Région,RSS99,Ensemble du Québec,2780,17,0,0,32983,17,0,0,2797,33000,0.0000114595,,0,1,0,0,8726356,5075
2021-01-05,Région,RSS99,Ensemble du Québec,5975,15,0,0,38958,32,0,0,5990,38990,0.0000229191,,0,2,0,0,8726356,6992
2021-01-06,Région,RSS99,Ensemble du Québec,10763,19,0,0,49721,51,0,0,10782,49772,0.0000802168,,0,7,0,0,8726356,8155
2021-01-07,Région,RSS99,Ensemble du Québec,13767,7,0,0,63488,58,0,0,13774,63546,0.0001375144,,0,12,0,0,8726356,8947
2021-01-08,Région,RSS99,Ensemble du Québec,13401,22,0,0,76889,80,0,0,13423,76969,0.0002406503,,0,21,0,0,8726356,9602
2021-01-09,Région,RSS99,Ensemble du Québec,8780,1,0,0,85669,81,0,0,8781,85750,0.0002406503,,0,21,0,0,8726356,9887
2021-01-10,Région,RSS99,Ensemble du Québec,7082,2,0,0,92751,83,0,0,7084,92834,0.0002521098,,0,22,0,0,8726356,9658
2021-01-11,Région,RSS99,Ensemble du Québec,7379,3,0,0,100130,86,0,0,7382,100216,0.0002635694,,0,23,0,0,8726356,9384
2021-01-12,Région,RSS99,Ensemble du Québec,7978,4,0,0,108108,90,0,0,7982,108198,0.0002635694,,0,23,0,0,8726356,9067
2021-01-13,Région,RSS99,Ensemble du Québec,9172,5,0,0,117280,95,0,0,9177,117375,0.000320867,,0,28,0,0,8726356,9019
2021-01-14,Région,RSS99,Ensemble du Québec,11854,2,0,0,129134,97,0,0,11856,129231,0.000320867,,0,28,0,0,8726356,9027
2021-01-15,Région,RSS99,Ensemble du Québec,11196,8,0,0,140330,105,0,0,11204,140435,0.0003896243,,0,34,0,0,8726356,9494
2021-01-16,Région,RSS99,Ensemble du Québec,8446,5,0,0,148776,110,0,0,8451,148886,0.0005385982,,0,47,0,0,8726356,9833
2021-01-17,Région,RSS99,Ensemble du Québec,7136,1,0,0,155912,111,0,0,7137,156023,0.0005385982,,0,47,0,0,8726356,10162
2021-01-18,Région,RSS99,Ensemble du Québec,10639,12,0,0,166551,123,0,0,10651,166674,0.0005729769,,0,50,0,0,8726356,10439
2021-01-19,Région,RSS99,Ensemble du Québec,10355,3,0,0,176906,126,0,0,10358,177032,0.0005958959,,0,52,0,0,8726356,10542
2021-01-20,Région,RSS99,Ensemble du Québec,11473,7,0,0,188379,133,0,0,11480,188512,0.000618815,,0,54,0,0,8726356,10549
2021-01-21,Région,RSS99,Ensemble du Québec,13775,15,0,0,202154,148,0,0,13790,202302,0.0007563294,,0,66,0,0,8726356,9828
2021-01-22,Région,RSS99,Ensemble du Québec,11918,6,0,0,214072,154,0,0,11924,214226,0.0008709248,,0,76,0,0,8726356,8948
2021-01-23,Région,RSS99,Ensemble du Québec,8501,4,0,0,222573,158,0,0,8505,222731,0.0008823844,,0,77,0,0,8726356,8059
2021-01-24,Région,RSS99,Ensemble du Québec,2082,3,0,0,224655,161,0,0,2085,224816,0.0008823844,,0,77,0,0,8726356,6961
2021-01-25,Région,RSS99,Ensemble du Québec,4488,7,0,0,229143,168,0,0,4495,229311,0.000916763,,0,80,0,0,8726356,5475
2021-01-26,Région,RSS99,Ensemble du Québec,4095,39,0,0,233238,207,0,0,4134,233445,0.001088656,,0,95,0,0,8726356,4098
