No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,82,n.d.,20780,      394.61,n.d.
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,210,10,34800,      603.45,       28.74
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,69,11,19117,      360.94,       57.54
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,18,5,8529,      211.04,       58.62
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,456,95,57630,      791.25,      164.84
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,54,7,17978,      300.37,       38.94
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,195,21,20726,      940.85,      101.32
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,30,n.d.,17514,      171.29,n.d.
01,01 - Bas-Saint-Laurent,,Total,1119,155,197074,      567.81,       78.65
02,02 - Saguenay–Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,171,17,31078,      550.23,       54.70
02,02 - Saguenay–Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,248,74,25064,      989.47,      295.24
02,02 - Saguenay–Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,1958,142,52298,     3743.93,      271.52
02,02 - Saguenay–Lac-Saint-Jean,0214,0214 - RLS de Jonquière,1463,138,67417,     2170.08,      204.70
02,02 - Saguenay–Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2061,262,79201,     2602.24,      330.80
02,02 - Saguenay–Lac-Saint-Jean,0216,0216 - RLS de La Baie,430,49,22574,     1904.85,      217.06
02,02 - Saguenay–Lac-Saint-Jean,,Total,6369,688,277632,     2294.04,      247.81
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,909,126,54895,     1655.89,      229.53
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,6625,968,321016,     2063.76,      301.54
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,6339,954,351429,     1803.78,      271.46
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,373,25,28119,     1326.51,       88.91
03,03 - Capitale-Nationale,,Total,14405,2108,755459,     1906.79,      279.04
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,80,10,15020,      532.62,       66.58
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,335,20,25562,     1310.54,       78.24
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,449,25,22961,     1955.49,      108.88
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,979,71,64641,     1514.52,      109.84
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,2660,235,143422,     1854.67,      163.85
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,528,88,44619,     1183.35,      197.23
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,1572,186,107872,     1457.28,      172.43
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,1429,316,98244,     1454.54,      321.65
04,04 - Mauricie et Centre-du-Québec,,Total,8087,962,522341,     1548.22,      184.17
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,481,42,56125,      857.02,       74.83
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,1535,289,105861,     1450.01,      273.00
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,265,31,52514,      504.63,       59.03
05,05 - Estrie,0514,0514 - RLS de Coaticook,160,90,18741,      853.74,      480.23
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,2212,481,170075,     1300.60,      282.82
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,261,23,31490,      828.83,       73.04
05,05 - Estrie,0517,0517 - RLS d'Asbestos,435,14,14257,     3051.13,       98.20
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,204,23,22749,      896.74,      101.10
05,05 - Estrie,0519,0519 - RLS du Granit,564,46,21351,     2641.56,      215.45
05,05 - Estrie,,Total,6118,1039,493163,     1240.56,      210.68
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,3909,570,224596,     1740.46,      253.79
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,4403,356,149522,     2944.72,      238.09
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,3070,313,131424,     2335.95,      238.16
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,7215,680,245703,     2936.47,      276.76
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,3676,239,166225,     2211.46,      143.78
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,3361,190,161317,     2083.48,      117.78
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,4692,553,161894,     2898.19,      341.58
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,7220,602,172517,     4185.09,      348.95
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,2300,191,115485,     1991.60,      165.39
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,5167,596,139162,     3712.94,      428.28
06,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,6930,623,208717,     3320.29,      298.49
