No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,733,37,20742,3533.89,178.71
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,1362,n.d.,34840,3909.30,n.d.
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,413,n.d.,19055.5,2167.35,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,222,n.d.,8507,2609.62,n.d.
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,844,n.d.,57728,1462.03,n.d.
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,190,n.d.,17948.5,1058.58,n.d.
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,263,0,20658.5,1273.08,0.00
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,134,16,17455,767.69,91.98
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),4161,63,196934.5,2112.89,32.01
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,793,n.d.,31025,2556.00,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,1076,6,25019.5,4300.65,24.02
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2852,0,52281,5455.14,0.00
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,2522,12,67384,3742.73,17.82
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,3234,11,79237.5,4081.40,13.88
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,826,n.d.,22558,3661.67,n.d.
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),11312,33,277505,4076.32,11.90
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,2159,16,55121,3916.84,28.91
