Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;56;1121;835;19096;14224,7;12;*8,9;512;381,4
Anjou;17;349;815,5;6631;15494,4;< 5;n.p.;81;189,3
Baie D'urfé;0;23;* 601,6;275;7193,3;0;;< 5;n.p.
Beaconsfield;5;86;445;1409;7291,5;< 5;n.p.;25;* 129,4
Côte-des-Neiges–Notre-Dame-de-Grâce;62;1289;774,1;22853;13723,9;12;*7,2;392;235,4
Côte-Saint-Luc;15;285;878,3;5037;15523,3;< 5;n.p.;125;385,2
Dollard-des-Ormeaux;26;396;809,8;5774;11808;< 5;n.p.;129;263,8
Dorval;12;153;806,1;1937;10205,5;< 5;n.p.;70;368,8
Hampstead;5;98;1405,4;950;13624;0;;6;n.p.
Kirkland;9;104;516,1;1826;9061,6;< 5;n.p.;39;193,5
Lachine;19;306;687,8;5957;13389,8;9;n.p.;182;409,1
LaSalle;37;563;732,6;10661;13871,9;6;n.p.;255;331,8
L'Île-Bizard–Sainte-Geneviève;6;165;896,1;2192;11904,6;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;53;1273;935,9;18520;13615,2;20;*14,7;482;354,3
Montréal Est;< 5;46;1194,8;620;16103,9;< 5;n.p.;10;* 259,7
Montréal-Nord;30;896;1063,7;14692;17441,9;10;*11,9;360;427,4
Montréal-Ouest;< 5;39;772,3;512;10138,6;0;;< 5;n.p.
Mont-Royal;< 5;132;651;2367;11673,9;< 5;n.p.;95;468,5
Outremont;6;175;730,6;2635;11000,3;0;;29;* 121,1
Pierrefonds–Roxboro;24;428;617,6;8513;12284,8;6;n.p.;97;140
Plateau Mont-Royal;27;675;649;11776;11323,1;6;n.p.;186;178,8
Pointe-Claire;9;156;497,1;2628;8374,8;< 5;n.p.;63;200,8
Rivière-des-Prairies–Pointe-aux-Trembles;38;1037;971,5;17017;15942;14;*13,1;344;322,3
Rosemont–La Petite Patrie;74;1013;725,7;16803;12037,4;8;n.p.;343;245,7
Sainte-Anne-de-Bellevue;-1;27;* 544,6;410;8269,5;< 5;n.p.;14;* 282,4
Saint-Laurent;43;675;683;14103;14270,2;5;n.p.;166;168
Saint-Léonard;26;726;927,1;13875;17719,2;6;n.p.;163;208,2
Senneville;0;6;n.p.;77;8360,5;0;;0;
Sud-Ouest;31;608;778;9264;11854;6;n.p.;220;281,5
Verdun;29;441;637;7158;10339,6;< 5;n.p.;206;297,6
Ville-Marie;45;805;902,8;11227;12590,6;9;*10,1;144;161,5
Villeray–Saint-Michel–Parc-Extension;59;1094;760,5;21021;14612,8;14;*9,7;230;159,9
Westmount;13;162;797,6;1734;8536,8;0;;63;310,2
Territoire à confirmer;77;968;;7102;;< 5;;30;
Total à Montréal;859;16321;790,1;266653;12908,9;161;7,8;5143;249
