date,Regroupement,Croisement,Nom,cas_cum_lab_n,cas_cum_epi_n,cases,cas_cum_tot_t,cas_quo_tot_t,cas_quo_lab_n,cas_quo_epi_n,new_cases,active_cases,act_cum_tot_t,cas_quo_tot_m,cas_quo_tot_tm,recovered,new_recovered,deaths,dec_cum_tot_t,dec_quo_tot_t,deaths_chsld,deaths_psr,deaths_home,deaths_other,new_deaths,dec_quo_chs_n,dec_quo_rpa_n,dec_quo_dom_n,dec_quo_aut_n,dec_quo_tot_m,dec_quo_tot_tm,hos_cum_reg_n,hos_cum_si_n,hos_cum_tot_n,hos_cum_tot_t,hos_quo_tot_t,hos_quo_reg_n,hos_quo_si_n,hos_quo_tot_n,hos_quo_tot_m,psi_cum_tes_n,psi_cum_pos_n,negative_tests,psi_quo_pos_n,new_negative_tests,psi_quo_tes_n,psi_quo_pos_t,psi_cum_adm_n,hos_act_reg_n,hos_act_si_n,hos_act_tot_n
2021-04-03,Région,RSS06,06 - Montréal,114349.0,2900.0,117249,5658.57,9.24,192.0,0.0,192,3387,162.96,na,na,108579,336,4609,222.44,0.0,2925,673,807,204,0,0,0,0,0,na,na,7426.0,1440.0,8866.0,427.88,0.0,0.0,0.0,0.0,na,910987.0,114774.0,796213,0.0,0,0.0,na,2011368.0,na,na,na
2021-04-04,Région,RSS06,06 - Montréal,114697.0,2900.0,117597,5675.37,9.29,193.0,0.0,193,3416,164.35,na,na,108895,336,4610,222.48,0.0,2925,674,807,204,0,0,0,0,0,na,na,7436.0,1443.0,8879.0,428.51,0.0,0.0,0.0,0.0,na,912522.0,114995.0,797527,0.0,0,0.0,na,2016140.0,na,na,na
2021-04-05,Région,RSS06,06 - Montréal,114998.0,2899.0,117897,5689.84,9.33,194.0,0.0,194,3404,163.77,na,na,109204,312,4614,222.68,0.05,2925,674,811,204,1,0,0,1,0,na,na,7448.0,1449.0,8897.0,429.38,0.0,0.0,0.0,0.0,na,915611.0,115504.0,800107,0.0,0,0.0,na,2024718.0,na,na,na
2021-04-06,Région,RSS06,06 - Montréal,115297.0,2899.0,118196,5704.27,10.06,208.0,1.0,209,3390,163.1,na,na,109512,311,4614,222.68,0.0,2925,674,811,204,0,0,0,0,0,na,na,7467.0,1456.0,8923.0,430.63,0.0,0.0,0.0,0.0,na,917627.0,115786.0,801841,0.0,0,0.0,na,2031376.0,na,na,na
2021-04-07,Région,RSS06,06 - Montréal,115668.0,2898.0,118566,5722.13,13.57,281.0,1.0,282,3486,167.72,na,na,109780,282,4619,222.92,0.05,2925,674,816,204,1,0,0,1,0,na,na,7471.0,1457.0,8928.0,430.88,0.0,0.0,0.0,0.0,na,920550.0,116154.0,804396,0.0,0,0.0,na,2041497.0,na,na,na
2021-04-08,Région,RSS06,06 - Montréal,116061.0,2897.0,118958,5741.05,13.9,288.0,1.0,289,3451,166.04,na,na,110205,438,4619,222.92,0.0,2925,674,816,204,0,0,0,0,0,na,na,7501.0,1471.0,8972.0,433.0,0.34,4.0,3.0,7.0,na,923543.0,116504.0,807039,0.0,0,0.0,na,2052233.0,195.0,79.0,274.0
2021-04-09,Région,RSS06,06 - Montréal,116488.0,2898.0,119386,5761.7,15.78,326.0,2.0,328,3487,167.77,na,na,110593,395,4622,223.06,0.0,2925,674,819,204,0,0,0,0,0,na,na,7520.0,1474.0,8994.0,434.06,0.29,6.0,0.0,6.0,na,926428.0,116900.0,809528,0.0,0,0.0,na,2062372.0,194.0,77.0,271.0
2021-04-10,Région,RSS06,06 - Montréal,116818.0,2898.0,119716,5777.63,7.79,162.0,0.0,162,3416,164.35,na,na,110988,403,4624,223.16,0.0,2925,674,821,204,0,0,0,0,0,na,na,7538.0,1477.0,9015.0,435.07,0.43,9.0,0.0,9.0,na,928946.0,117288.0,811658,0.0,0,0.0,na,2071699.0,201.0,77.0,278.0
2021-04-11,Région,RSS06,06 - Montréal,117175.0,2899.0,120074,5794.91,10.97,227.0,1.0,228,3438,165.41,na,na,111320,340,4626,223.26,0.0,2926,674,822,204,0,0,0,0,0,na,na,7546.0,1479.0,9025.0,435.56,0.1,2.0,0.0,2.0,na,930395.0,117520.0,812875,0.0,0,0.0,na,2076706.0,203.0,75.0,278.0
2021-04-12,Région,RSS06,06 - Montréal,117475.0,2899.0,120374,5809.39,7.84,163.0,0.0,163,3412,164.16,na,na,111646,335,4627,223.3,0.0,2926,674,823,204,0,0,0,0,0,na,na,7562.0,1486.0,9048.0,436.67,0.34,6.0,1.0,7.0,na,933202.0,117975.0,815227,0.0,0,0.0,na,2084608.0,204.0,77.0,281.0
