"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-05-26;23083695;19881896
2022-05-25;23083695;19872480
2022-05-24;23083695;19862995
2022-05-23;23083695;19853365
2022-05-22;23083695;19851036
2022-05-21;23083695;19847763
2022-05-20;23083695;19837253
