No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,742,n.d.,20742,3577.28,n.d.
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,1374,9,34840,3943.74,25.80
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,425,n.d.,19055.5,2230.33,n.d.
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,222,0,8507,2609.62,0.00
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,895,11,57728,1550.37,19.02
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,213,7,17948.5,1186.73,39.06
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,277,n.d.,20658.5,1340.85,n.d.
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,369,24,17455,2114.01,137.96
01,01 - Bas-Saint-Laurent,,Total (incluant inconnus),4517,58,196934.5,2293.66,29.47
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,817,n.d.,31025,2633.36,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,1147,8,25019.5,4584.42,32.03
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2861,n.d.,52281,5472.35,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,2544,6,67384,3775.38,8.91
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,3268,n.d.,79237.5,4124.31,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,829,n.d.,22558,3674.97,n.d.
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),11476,22,277505,4135.42,7.93
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,2188,7,55121,3969.45,12.65
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,15632,86,321832.5,4857.19,26.65
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,16662,109,352784,4723.00,30.78
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,706,n.d.,28065.5,2515.54,n.d.
03,03 - Capitale-Nationale,,Total (incluant inconnus),35468,206,757803,4680.37,27.10
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,464,8,15002,3092.92,53.39
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,578,5,25591.5,2258.56,19.52
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,783,32,22969.5,3408.87,139.26
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,1783,29,64680,2756.65,44.81
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,4804,69,143710,3342.84,47.92
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,1222,21,44674,2735.37,46.95
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,4554,22,108252,4206.85,20.25
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,3974,49,98452.5,4036.46,49.67
04,04 - Mauricie et Centre-du-Québec,,Total (incluant inconnus),18247,236,523331.5,3486.70,45.01
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,1467,29,56363,2602.77,51.24
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,4236,71,106352,3983.00,66.45
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,1358,181,52727.5,2575.51,341.89
05,05 - Estrie,0514,0514 - RLS de Coaticook,711,29,18758.5,3790.28,154.45
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,6510,247,170859,3810.16,143.90
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,1010,31,31559.5,3200.30,98.01
05,05 - Estrie,0517,0517 - RLS d'Asbestos,954,95,14238.5,6700.14,668.07
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,859,59,22777.5,3771.27,258.70
05,05 - Estrie,0519,0519 - RLS du Granit,1977,119,21331,9268.20,558.40
05,05 - Estrie,,Total (incluant inconnus),19102,865,494966.5,3859.25,174.12
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,12235,138,224851,5441.38,61.30
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,10657,116,149985,7105.38,77.10
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,8296,129,131806.5,6294.08,97.59
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,17937,201,246803,7267.74,81.08
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,8766,149,166781,5255.99,89.04
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,8374,148,162162,5163.97,90.79
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,14734,110,162793,9050.76,67.20
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,16987,149,172965.5,9821.03,85.92
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,6153,131,115764,5315.12,112.89
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,15242,205,139539.5,10923.07,146.52
06,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,18557,286,209153.5,8872.43,136.46
06,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,12212,191,189456.5,6445.81,100.62
06,06 - Montréal,,Total (incluant inconnus),153168,2007,2072060.5,7392.06,96.56
07,07 - Outaouais,0711,0711 - RLS du Pontiac,449,10,20175.5,2225.47,49.51
07,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,603,n.d.,20531.5,2936.95,n.d.
07,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,891,13,39071.5,2280.43,33.12
07,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,10924,50,265865.5,4108.84,18.71
07,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,1587,7,57100,2779.33,12.22
07,07 - Outaouais,,Total (incluant inconnus),14473,82,402744,3593.60,20.27
08,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,120,n.d.,20503.5,585.27,n.d.
08,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,309,n.d.,24736.5,1249.17,n.d.
