Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;20;177;131,8;3329;2479,8;0;;372;277,1
Anjou;9;86;201;1049;2451,2;0;;50;116,8
Baie D'urfé;0;< 5;n.p.;37;967,8;0;;< 5;n.p.
Beaconsfield;< 5;22;* 113,8;122;631,3;0;;8;n.p.
Côte-des-Neiges–Notre-Dame-de-Grâce;15;352;211,4;3732;2241,2;< 5;n.p.;275;165,1
Côte-Saint-Luc;11;148;456,1;993;3060,3;< 5;n.p.;63;194,2
Dollard-des-Ormeaux;10;82;167,7;763;1560,4;0;;90;184,1
Dorval;< 5;21;* 110,6;320;1686;0;;61;321,4
Hampstead;0;< 5;n.p.;120;1720,9;0;;< 5;n.p.
Kirkland;< 5;24;* 119,1;213;1057;0;;27;* 134
Lachine;12;108;242,8;936;2103,9;0;;108;242,8
LaSalle;23;181;235,5;1805;2348,6;0;;185;240,7
L'Île-Bizard–Sainte-Geneviève;0;8;n.p.;285;1547,8;< 5;n.p.;50;271,5
Mercier–Hochelaga-Maisonneuve;14;178;130,9;3369;2476,8;0;;389;286
Montréal Est;< 5;6;n.p.;67;1740,3;0;;< 5;n.p.
Montréal-Nord;19;165;195,9;3542;4205;< 5;n.p.;253;300,4
Montréal-Ouest;< 5;7;n.p.;47;930,7;0;;< 5;n.p.
Mont-Royal;< 5;25;* 123,3;473;2332,8;0;;90;443,9
Outremont;< 5;22;* 91,8;568;2371,2;0;;11;* 45,9
Pierrefonds–Roxboro;6;138;199,1;967;1395,4;< 5;n.p.;40;57,7
Plateau Mont-Royal;8;63;60,6;1695;1629,8;0;;129;124
Pointe-Claire;< 5;24;* 76,5;300;956;0;;32;* 102
Rivière-des-Prairies–Pointe-aux-Trembles;18;156;146,1;3024;2833;0;;253;237
Rosemont–La Petite Patrie;26;231;165,5;2628;1882,7;< 5;n.p.;242;173,4
Sainte-Anne-de-Bellevue;< 5;< 5;n.p.;25;* 504,2;0;;< 5;n.p.
Saint-Laurent;11;206;208,4;1991;2014,6;< 5;n.p.;105;106,2
Saint-Léonard;16;160;204,3;1879;2399,6;0;;52;66,4
Senneville;0;< 5;n.p.;7;n.p.;0;;0;
Sud-Ouest;8;100;128;1524;1950,1;< 5;n.p.;182;232,9
Verdun;5;67;96,8;1333;1925,5;< 5;n.p.;166;239,8
Ville-Marie;7;140;157;1849;2073,6;< 5;n.p.;84;94,2
Villeray–Saint-Michel–Parc-Extension;22;312;216,9;3588;2494,2;5;n.p.;135;93,8
Westmount;< 5;15;* 73,8;281;1383,4;< 5;n.p.;38;187,1
Territoire à confirmer;< 5;65;;976;;< 5;;38;
Total à Montréal;287;3299;159,7;43837;2122,2;24;*1,2;3541;171,4
