CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;n.d.;73;19,5;20141;5383,6;< 5;n.p.;886;236,8
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;n.d.;93;24,7;23380;6199,5;< 5;n.p.;757;200,7
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;n.d.;62;18,9;14515;4431,5;0;;645;196,9
CIUSSS du Nord-de-l'Île-de-Montréal ;n.d.;172;38,2;32922;7317,7;< 5;n.p.;1104;245,4
CIUSSS de l'Est-de-l'Île-de-Montréal ;n.d.;213;39,7;39278;7314,7;0;;1346;250,7
Territoire à confirmer;n.d.;16;;2225;;0;;26;
Total à Montréal;44;629;30,5;132461;6412,5;8;n.p.;4764;230,6
