CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;35;274;73,2;22950;6134,4;< 5;n.p.;905;241,9
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;49;470;124,6;26501;7027,1;0;;769;203,9
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;35;400;122,1;17063;5209,4;< 5;n.p.;656;200,3
CIUSSS du Nord-de-l'Île-de-Montréal ;49;427;94,9;37532;8342,4;< 5;n.p.;1126;250,3
CIUSSS de l'Est-de-l'Île-de-Montréal ;51;897;167;45708;8512,1;0;;1369;254,9
Territoire à confirmer;10;55;;2556;;0;;26;
Total à Montréal;229;2523;122,1;152310;7373,4;8;n.p.;4851;234,8
