CIUSSS;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
CIUSSS de l'Ouest-de-l'Île-de-Montréal;22;318;85;49188;13147,7;< 5;n.p.;1004;268,4
CIUSSS du Centre-Ouest-de-l'Île-de-Montréal ;35;413;109,5;53501;14186,5;0;;855;226,7
CIUSSS du Centre-Sud-de-l'Île-de-Montréal ;25;279;85,2;41161;12566,6;0;;749;228,7
CIUSSS du Nord-de-l'Île-de-Montréal ;41;324;72;69659;15483,4;< 5;n.p.;1280;284,5
CIUSSS de l'Est-de-l'Île-de-Montréal ;37;367;68,3;86107;16035,6;< 5;n.p.;1560;290,5
Territoire à confirmer;12;95;0;9514;0;0;0;32;0
Total à Montréal;172;1796;86,9;309130;14965,2;5;n.p.;5480;265,3
