Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;11;141;105;20332;15145,4;0;;528;393,3
Anjou;< 5;41;95,8;6949;16237,5;< 5;n.p.;85;198,6
Baie D'urfé;< 5;11;* 287,7;308;8056,5;0;;< 5;n.p.
Beaconsfield;0;22;* 113,8;1582;8186,7;0;;26;* 134,5
Côte-des-Neiges–Notre-Dame-de-Grâce;19;144;86,5;24209;14538,2;< 5;n.p.;409;245,6
Côte-Saint-Luc;6;50;154,1;5436;16753;0;;129;397,6
Dollard-des-Ormeaux;< 5;63;128,8;6253;12787,6;0;;131;267,9
Dorval;< 5;22;* 115,9;2120;11169,7;0;;70;368,8
Hampstead;< 5;21;* 301,2;1107;15875,5;0;;6;n.p.
Kirkland;< 5;33;* 163,8;1983;9840,7;0;;40;198,5
Lachine;5;41;92,2;6363;14302,4;< 5;n.p.;190;427,1
LaSalle;6;70;91,1;11235;14618,8;0;;260;338,3
L'Île-Bizard–Sainte-Geneviève;< 5;47;255,3;2441;13256,9;0;;79;429
Mercier–Hochelaga-Maisonneuve;9;119;87,5;19618;14422,5;0;;500;367,6
Montréal Est;0;< 5;n.p.;663;17220,8;0;;11;* 285,7
Montréal-Nord;< 5;44;52,2;15370;18246,8;< 5;n.p.;388;460,6
Montréal-Ouest;< 5;8;n.p.;571;11306,9;0;;< 5;n.p.
Mont-Royal;5;29;* 143;2629;12966,1;0;;95;468,5
Outremont;< 5;42;175,3;2887;12052,3;0;;31;* 129,4
Pierrefonds–Roxboro;6;72;103,9;9072;13091,5;0;;103;148,6
Plateau Mont-Royal;6;132;126,9;12682;12194,2;0;;194;186,5
Pointe-Claire;11;53;168,9;2919;9302,1;0;;65;207,1
Rivière-des-Prairies–Pointe-aux-Trembles;12;93;87,1;17919;16787;< 5;n.p.;353;330,7
Rosemont–La Petite Patrie;14;168;120,4;17930;12844,8;0;;352;252,2
Sainte-Anne-de-Bellevue;< 5;16;* 322,7;474;9560,3;0;;14;* 282,4
Saint-Laurent;5;75;75,9;14899;15075,7;0;;171;173
Saint-Léonard;8;67;85,6;14488;18502;0;;167;213,3
Senneville;0;< 5;n.p.;90;9772;0;;0;
Sud-Ouest;12;85;108,8;9868;12626,8;0;;228;291,7
Verdun;8;78;112,7;7708;11134,1;0;;211;304,8
Ville-Marie;8;89;99,8;12048;13511,3;< 5;n.p.;154;172,7
Villeray–Saint-Michel–Parc-Extension;12;118;82;22023;15309,4;< 5;n.p.;245;170,3
Westmount;14;52;256;2051;10097,5;0;;64;315,1
Territoire à confirmer;20;85;;7491;;0;;31;
Total à Montréal;221;2137;103,5;283719;13735;9;n.p.;5336;258,3
