Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;17;232;172,8;3030;2257,1;0;;359;267,4
Anjou;8;88;205,6;944;2205,8;< 5;n.p.;52;121,5
Baie D'urfé;0;< 5;n.p.;35;* 915,5;0;;< 5;n.p.
Beaconsfield;< 5;19;* 98,3;95;491,6;0;;9;* 46,6
Côte-des-Neiges–Notre-Dame-de-Grâce;29;457;274,4;3192;1916,9;< 5;n.p.;264;158,5
Côte-Saint-Luc;< 5;143;440,7;796;2453,2;< 5;n.p.;66;203,4
Dollard-des-Ormeaux;5;71;145,2;624;1276,1;0;;85;173,8
Dorval;< 5;18;* 94,8;241;1269,8;0;;50;263,4
Hampstead;< 5;32;* 458,9;116;1663,6;0;;< 5;n.p.
Kirkland;< 5;23;* 114,1;176;873,4;0;;23;* 114,1
Lachine;8;58;130,4;817;1836,4;0;;101;227
LaSalle;9;106;137,9;1523;1981,7;0;;184;239,4
L'Île-Bizard–Sainte-Geneviève;< 5;20;* 108,6;267;1450,1;0;;46;249,8
Mercier–Hochelaga-Maisonneuve;13;239;175,7;3032;2229;< 5;n.p.;377;277,2
Montréal Est;< 5;7;n.p.;62;1610,4;0;;5;n.p.
Montréal-Nord;14;257;305,1;3229;3833,4;0;;248;294,4
Montréal-Ouest;< 5;5;n.p.;43;851,5;0;;< 5;n.p.
Mont-Royal;5;34;* 167,7;355;1750,8;0;;78;384,7
Outremont;< 5;79;329,8;539;2250,1;< 5;n.p.;13;* 54,3
Pierrefonds–Roxboro;8;124;178,9;800;1154,5;0;;38;54,8
Plateau Mont-Royal;15;190;182,7;1607;1545,2;< 5;n.p.;143;137,5
Pointe-Claire;< 5;33;* 105,2;285;908,2;0;;40;127,5
Rivière-des-Prairies–Pointe-aux-Trembles;25;237;222;2760;2585,6;< 5;n.p.;244;228,6
Rosemont–La Petite Patrie;14;218;156,2;2267;1624;< 5;n.p.;241;172,6
Sainte-Anne-de-Bellevue;0;6;n.p.;26;* 524,4;0;;< 5;n.p.
Saint-Laurent;19;271;274,2;1679;1698,9;0;;121;122,4
Saint-Léonard;10;191;243,9;1645;2100,8;0;;63;80,5
Senneville;0;< 5;n.p.;< 5;n.p.;0;;0;
Sud-Ouest;7;148;189,4;1380;1765,8;0;;182;232,9
Verdun;6;90;130;1215;1755;0;;159;229,7
Ville-Marie;9;215;241,1;1644;1843,7;< 5;n.p.;90;100,9
Villeray–Saint-Michel–Parc-Extension;23;339;235,7;3113;2164;0;;133;92,5
Westmount;0;17;* 83,7;250;1230,8;0;;37;182,2
Territoire à confirmer;-12;120;;887;;0;;44;
Total à Montréal;250;4091;198;38677;1872,4;17;*0,8;3506;169,7
