"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-03-24;23074695;18592149
2022-03-23;23074695;18584085
2022-03-22;23074695;18578399
2022-03-21;23074695;18574840
2022-03-20;23074695;18570994
2022-03-19;23074695;18567132
2022-03-18;23074695;18556487
