Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;28;179;133,3;20437;15223,7;0;;528;393,3
Anjou;< 5;42;98,1;6973;16293,6;0;;85;198,6
Baie D'urfé;< 5;7;n.p.;311;8135;0;;< 5;n.p.
Beaconsfield;< 5;37;191,5;1610;8331,6;0;;26;* 134,5
Côte-des-Neiges–Notre-Dame-de-Grâce;26;214;128,5;24357;14627,1;< 5;n.p.;409;245,6
Côte-Saint-Luc;19;84;258,9;5501;16953,3;0;;129;397,6
Dollard-des-Ormeaux;13;72;147,2;6302;12887,8;0;;131;267,9
Dorval;< 5;30;* 158,1;2138;11264,5;0;;70;368,8
Hampstead;7;39;559,3;1134;16262,7;0;;6;n.p.
Kirkland;< 5;36;* 178,7;1998;9915,1;0;;40;198,5
Lachine;6;53;119,1;6396;14376,6;< 5;n.p.;191;429,3
LaSalle;14;77;100,2;11282;14680;0;;260;338,3
L'Île-Bizard–Sainte-Geneviève;< 5;31;* 168,4;2455;13333;0;;79;429
Mercier–Hochelaga-Maisonneuve;29;204;150;19764;14529,8;0;;500;367,6
Montréal Est;0;7;n.p.;670;17402,6;0;;11;* 285,7
Montréal-Nord;10;55;65,3;15413;18297,8;< 5;n.p.;388;460,6
Montréal-Ouest;0;11;* 217,8;578;11445,5;0;;< 5;n.p.
Mont-Royal;0;35;* 172,6;2649;13064,7;0;;95;468,5
Outremont;< 5;51;212,9;2915;12169,2;0;;31;* 129,4
Pierrefonds–Roxboro;6;68;98,1;9110;13146,3;0;;103;148,6
Plateau Mont-Royal;35;220;211,5;12838;12344,2;0;;194;186,5
Pointe-Claire;< 5;57;181,6;2945;9385;0;;65;207,1
Rivière-des-Prairies–Pointe-aux-Trembles;15;101;94,6;17977;16841,4;0;;353;330,7
Rosemont–La Petite Patrie;40;257;184,1;18099;12965,8;0;;352;252,2
Sainte-Anne-de-Bellevue;0;11;* 221,9;480;9681,3;0;;14;* 282,4
Saint-Laurent;20;95;96,1;14968;15145,5;0;;171;173
Saint-Léonard;13;78;99,6;14533;18559,5;< 5;n.p.;168;214,5
Senneville;0;< 5;n.p.;91;9880,6;0;;0;
Sud-Ouest;20;125;159,9;9947;12727,9;0;;229;293
Verdun;22;110;158,9;7782;11241;0;;211;304,8
Ville-Marie;21;147;164,9;12157;13633,5;< 5;n.p.;154;172,7
Villeray–Saint-Michel–Parc-Extension;24;145;100,8;22114;15372,6;< 5;n.p.;245;170,3
Westmount;7;78;384;2096;10319;0;;64;315,1
Territoire à confirmer;29;134;;7568;;0;;31;
Total à Montréal;424;2892;140;285589;13825,6;8;n.p.;5339;258,5
