Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;25;256;190,7;12409;9243,5;0;;492;366,5
Anjou;7;135;315,5;4215;9849,1;0;;79;184,6
Baie D'urfé;0;< 5;n.p.;114;2982;0;;< 5;n.p.
Beaconsfield;< 5;31;* 160,4;642;3322,3;0;;21;* 108,7
Côte-des-Neiges–Notre-Dame-de-Grâce;26;401;240,8;13996;8405;0;;372;223,4
Côte-Saint-Luc;11;69;212,6;3348;10318;0;;120;369,8
Dollard-des-Ormeaux;6;99;202,5;3415;6983,8;0;;125;255,6
Dorval;< 5;34;* 179,1;952;5015,8;0;;69;363,5
Hampstead;< 5;19;* 272,5;538;7715,5;0;;6;n.p.
Kirkland;< 5;25;* 124,1;925;4590,3;0;;36;* 178,7
Lachine;5;51;114,6;3454;7763,7;0;;171;384,4
LaSalle;13;116;150,9;6583;8565,7;0;;247;321,4
L'Île-Bizard–Sainte-Geneviève;6;52;282,4;1233;6696,4;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;22;265;194,8;10532;7742,8;< 5;n.p.;452;332,3
Montréal Est;< 5;25;* 649,4;361;9376,6;0;;9;* 233,8
Montréal-Nord;20;155;184;10553;12528,2;0;;338;401,3
Montréal-Ouest;< 5;17;* 336,6;262;5188,1;0;;< 5;n.p.
Mont-Royal;6;39;192,3;1316;6490,4;0;;94;463,6
Outremont;10;55;229,6;1492;6228,6;0;;29;* 121,1
Pierrefonds–Roxboro;21;156;225,1;5110;7374,1;0;;88;127
Plateau Mont-Royal;10;191;183,7;5739;5518,3;0;;172;165,4
Pointe-Claire;< 5;57;181,6;1283;4088,6;< 5;n.p.;56;178,5
Rivière-des-Prairies–Pointe-aux-Trembles;18;279;261,4;11028;10331,4;0;;323;302,6
Rosemont–La Petite Patrie;32;319;228,5;8609;6167,3;0;;328;235
Sainte-Anne-de-Bellevue;< 5;5;n.p.;194;3912,9;0;;13;* 262,2
Saint-Laurent;16;153;154,8;9757;9872,7;0;;159;160,9
Saint-Léonard;21;282;360,1;9577;12230,4;< 5;n.p.;150;191,6
Senneville;0;0;;34;* 3691,6;0;;0;
Sud-Ouest;< 5;124;158,7;4847;6202,1;0;;209;267,4
Verdun;9;105;151,7;3804;5494,8;< 5;n.p.;202;291,8
Ville-Marie;8;127;142,4;5958;6681,6;< 5;n.p.;131;146,9
Villeray–Saint-Michel–Parc-Extension;37;319;221,8;13158;9146,8;0;;206;143,2
Westmount;< 5;31;* 152,6;913;4494,9;0;;57;280,6
Territoire à confirmer;-2;44;;2249;;< 5;;27;
Total à Montréal;350;4037;195,4;158600;7677,9;8;n.p.;4863;235,4
