Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,01 - Bas-Saint-Laurent,      4467,      2813,       63.0,       850,       19.0,       804,       18.0,        62,n.d.,n.d.,n.d.,n.d.,        53,       85.5
Région,RSS02,02 - Saguenay–Lac-Saint-Jean,     11283,      5882,       52.1,      2452,       21.7,      2949,       26.1,       272,n.d.,n.d.,n.d.,n.d.,       259,       95.2
Région,RSS03,03 - Capitale-Nationale,     34251,     20175,       58.9,      6487,       18.9,      7589,       22.2,      1128,        17,        1.5,        79,        7.0,      1032,       91.5
Région,RSS04,04 - Mauricie et Centre-du-Québec,     17960,     10723,       59.7,      3346,       18.6,      3891,       21.7,       570,        11,        1.9,        23,        4.0,       536,       94.0
Région,RSS05,05 - Estrie,     19306,     11889,       61.6,      3659,       19.0,      3758,       19.5,       379,        10,        2.6,        17,        4.5,       352,       92.9
Région,RSS06,06 - Montréal,    139695,     83378,       59.7,     24569,       17.6,     31748,       22.7,      4763,       128,        2.7,       197,        4.1,      4438,       93.2
Région,RSS07,07 - Outaouais,     13156,      8635,       65.6,      2094,       15.9,      2427,       18.4,       218,         6,        2.8,        11,        5.0,       201,       92.2
Région,RSS08,08 - Abitibi-Témiscamingue,      1419,       860,       60.6,       294,       20.7,       265,       18.7,        12,n.d.,n.d.,n.d.,n.d.,        11,       91.7
Région,RSS09,09 - Côte-Nord,       782,       531,       67.9,       132,       16.9,       119,       15.2,         5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,10 - Nord-du-Québec,       131,        79,       60.3,        24,       18.3,        28,       21.4,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,11 - Gaspésie–Îles-de-la-Madeleine,      2269,      1188,       52.4,       440,       19.4,       641,       28.3,        48,n.d.,n.d.,n.d.,n.d.,        44,       91.7
Région,RSS12,12 - Chaudière-Appalaches,     23684,     14872,       62.8,      4442,       18.8,      4370,       18.5,       383,         8,        2.1,        22,        5.7,       353,       92.2
Région,RSS13,13 - Laval,     36988,     23214,       62.8,      7089,       19.2,      6685,       18.1,       927,         7,        0.8,        48,        5.2,       872,       94.1
Région,RSS14,14 - Lanaudière,     27977,     17140,       61.3,      5476,       19.6,      5361,       19.2,       530,        11,        2.1,        16,        3.0,       503,       94.9
Région,RSS15,15 - Laurentides,     26319,     16296,       61.9,      4913,       18.7,      5110,       19.4,       526,        10,        1.9,        16,        3.0,       500,       95.1
Région,RSS16,16 - Montérégie,     58282,     34595,       59.4,     11089,       19.0,     12598,       21.6,      1585,        29,        1.8,        59,        3.7,      1497,       94.4
Région,RSS17,17 - Nunavik,       870,       582,       66.9,       130,       14.9,       158,       18.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,18 - Terres-Cries-de-la-Baie-James,       136,        82,       60.3,        22,       16.2,        32,       23.5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    419044,    252987,       60.4,     77520,       18.5,     88537,       21.1,     11413,       246,        2.2,       508,        4.5,     10659,       93.4
Groupe d'âge,0_9,Moins de 10 ans,     44603,     37999,       85.2,      5379,       12.1,      1225,        2.7,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     56033,     46921,       83.7,      7551,       13.5,      1561,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     60590,     48620,       80.2,      8850,       14.6,      3120,        5.1,         8,n.d.,n.d.,n.d.,n.d.,         5,       62.5
Groupe d'âge,30_39,30-39 ans,     58774,     40770,       69.4,     12219,       20.8,      5785,        9.8,        25,n.d.,n.d.,n.d.,n.d.,        20,       80.0
Groupe d'âge,40_49,40-49 ans,     61801,     38765,       62.7,     14537,       23.5,      8499,       13.8,        61,        14,       23.0,        12,       19.7,        35,       57.4
Groupe d'âge,50_59,50-59 ans,     52840,     26185,       49.6,     14611,       27.7,     12044,       22.8,       226,        16,        7.1,        16,        7.1,       194,       85.8
Groupe d'âge,60_69,60-69 ans,     32469,     10581,       32.6,      8730,       26.9,     13158,       40.5,       745,        42,        5.6,        59,        7.9,       644,       86.4
Groupe d'âge,70_79,70-79 ans,     20251,      2298,       11.3,      3426,       16.9,     14527,       71.7,      2236,        41,        1.8,       119,        5.3,      2076,       92.8
Groupe d'âge,80_89,80-89 ans,     20114,       612,        3.0,      1597,        7.9,     17905,       89.0,      4449,        59,        1.3,       171,        3.8,      4219,       94.8
Groupe d'âge,90_,90 ans et plus,     11569,       236,        2.0,       620,        5.4,     10713,       92.6,      3661,        68,        1.9,       129,        3.5,      3464,       94.6
