,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4015,23,3992,23,53,0,3953,9,196934.5,2038.75,4.57,26.91,20
02,02 - Saguenay-Lac-Saint-Jean,11083,8,10860,223,271,0,10788,24,277505,3993.80,8.65,97.66,1
03,03 - Capitale-Nationale,33156,24,32803,353,1119,0,31919,118,757803,4375.28,15.52,147.66,24
04,04 - Mauricie et Centre-du-Québec,15770,26,15530,240,561,0,15074,135,523331.5,3013.39,25.75,107.20,20
05,05 - Estrie,15227,22,14708,519,352,0,14670,205,494966.5,3076.37,41.27,71.12,16
06,06 - Montréal,135681,150,132753,2928,4774,0,129675,1232,2072060.5,6548.12,59.27,230.40,64
07,07 - Outaouais,12714,11,12267,447,215,0,12439,60,402744,3156.84,14.83,53.38,6
08,08 - Abitibi-Témiscamingue,1190,1,1157,33,9,0,1161,20,147637,806.03,13.54,6.10,4
09,09 - Côte-Nord,590,0,571,19,4,0,585,1,89700.5,657.74,1.12,4.46,0
10,10 - Nord-du-Québec,114,1,112,2,0,0,112,2,13521.5,843.10,14.83,0.00,2
11,11 - Gaspésie-Îles-de-la-Madeleine,2082,1,2062,20,47,0,2029,6,89823,2317.89,6.69,52.33,0
12,12 - Chaudière-Appalaches,19377,-1,19095,282,366,-1,18979,32,431109.5,4494.68,7.41,84.90,9
13,13 - Laval,32839,38,30985,1854,917,0,31468,454,444658.5,7385.22,101.66,206.23,39
14,14 - Lanaudière,24562,27,23849,713,517,0,23782,263,522367,4702.06,50.13,98.97,4
15,15 - Laurentides,21502,25,20898,604,510,0,20798,194,630238,3411.73,30.62,80.92,24
16,16 - Montérégie,52514,72,50545,1969,1559,0,50443,512,1438226,3651.30,35.46,108.40,30
17,17 - Nunavik,49,0,47,2,0,0,49,0,14336.5,341.78,0.00,0.00,0
18,18 - Terres-Cries-de-la-Baie-James,122,3,122,0,3,0,116,3,18507,659.21,16.10,16.21,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,600,5,595,5,0,0,585,15,.,.,.,.,6
999,Ensemble du Québec,383191,436,372954,10237,11277,-1,368629,3285,8565469.5,4473.67,38.23,131.66,269

