Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;14;199;148,2;3383;2520;0;;372;277,1
Anjou;< 5;66;154,2;1061;2479,2;0;;50;116,8
Baie D'urfé;0;0;;37;967,8;0;;< 5;n.p.
Beaconsfield;-2;19;* 98,3;122;631,3;0;;8;n.p.
Côte-des-Neiges–Notre-Dame-de-Grâce;23;376;225,8;3795;2279;< 5;n.p.;275;165,1
Côte-Saint-Luc;12;151;465,4;1017;3134,2;< 5;n.p.;63;194,2
Dollard-des-Ormeaux;16;95;194,3;788;1611,5;< 5;n.p.;91;186,1
Dorval;-2;15;* 79;320;1686;0;;61;321,4
Hampstead;< 5;8;n.p.;124;1778,3;0;;< 5;n.p.
Kirkland;< 5;25;* 124,1;220;1091,8;0;;27;* 134
Lachine;< 5;113;254;964;2166,8;0;;108;242,8
LaSalle;11;228;296,7;1872;2435,8;0;;185;240,7
L'Île-Bizard–Sainte-Geneviève;0;9;* 48,9;287;1558,7;< 5;n.p.;50;271,5
Mercier–Hochelaga-Maisonneuve;21;190;139,7;3426;2518,7;0;;389;286
Montréal Est;< 5;8;n.p.;70;1818,2;0;;< 5;n.p.
Montréal-Nord;20;172;204,2;3597;4270,2;0;;253;300,4
Montréal-Ouest;< 5;8;n.p.;48;950,5;0;;< 5;n.p.
Mont-Royal;< 5;31;* 152,9;482;2377,2;0;;90;443,9
Outremont;< 5;26;* 108,5;573;2392,1;0;;11;* 45,9
Pierrefonds–Roxboro;6;113;163,1;984;1420;< 5;n.p.;40;57,7
Plateau Mont-Royal;8;79;76;1722;1655,8;0;;129;124
Pointe-Claire;-1;22;* 70,1;304;968,8;0;;32;* 102
Rivière-des-Prairies–Pointe-aux-Trembles;23;190;178;3086;2891,1;< 5;n.p.;254;238
Rosemont–La Petite Patrie;21;254;182;2697;1932,1;< 5;n.p.;244;174,8
Sainte-Anne-de-Bellevue;0;< 5;n.p.;25;* 504,2;0;;< 5;n.p.
Saint-Laurent;28;237;239,8;2066;2090,5;0;;105;106,2
Saint-Léonard;14;150;191,6;1911;2440,5;0;;52;66,4
Senneville;0;5;n.p.;8;n.p.;0;;0;
Sud-Ouest;6;119;152,3;1557;1992,3;< 5;n.p.;183;234,2
Verdun;-1;78;112,7;1353;1954,4;< 5;n.p.;167;241,2
Ville-Marie;9;129;144,7;1876;2103,8;< 5;n.p.;84;94,2
Villeray–Saint-Michel–Parc-Extension;35;339;235,7;3666;2548,4;5;n.p.;136;94,5
Westmount;< 5;15;* 73,8;283;1393,3;< 5;n.p.;38;187,1
Territoire à confirmer;8;75;;992;;< 5;;38;
Total à Montréal;285;3545;171,6;44716;2164,7;28;*1,4;3548;171,8
