"Date";"Doses du vaccin COVID-19 reçues (cumulatif)";"Doses du vaccin COVID-19 administrées (cumulatif)"
2022-08-18;23537405;20533437
2022-08-17;23536905;20510592
2022-08-16;23536905;20487922
2022-08-15;23486905;20469668
2022-08-14;23486905;20457252
2022-08-13;23486905;20454102
2022-08-12;23486905;20443480
