Arrondissement ou ville liée;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
Ahuntsic–Cartierville;232;2771;2064,1;16048;11954,3;0;;493;367,2
Anjou;152;1091;2549,3;5667;13241,9;0;;80;186,9
Baie D'urfé;14;81;2118,8;205;5362,3;0;;< 5;n.p.
Beaconsfield;33;437;2261,4;1144;5920,1;< 5;n.p.;22;* 113,8
Côte-des-Neiges–Notre-Dame-de-Grâce;396;3704;2224,4;18643;11195,7;0;;373;224
Côte-Saint-Luc;50;572;1762,8;4178;12876;< 5;n.p.;121;372,9
Dollard-des-Ormeaux;99;1034;2114,6;4645;9499,2;< 5;n.p.;126;257,7
Dorval;32;492;2592,2;1523;8024,2;0;;69;363,5
Hampstead;5;120;1720,9;728;10440,3;0;;6;n.p.
Kirkland;38;465;2307,6;1468;7285;0;;36;* 178,7
Lachine;100;1226;2755,7;4856;10915,1;0;;172;386,6
LaSalle;130;1851;2408,5;8928;11617;0;;248;322,7
L'Île-Bizard–Sainte-Geneviève;44;418;2270,1;1731;9401;0;;76;412,8
Mercier–Hochelaga-Maisonneuve;350;3854;2833,3;15353;11287;< 5;n.p.;453;333
Montréal Est;9;87;2259,7;507;13168,8;0;;9;* 233,8
Montréal-Nord;126;1605;1905,4;12495;14833,7;< 5;n.p.;340;403,6
Montréal-Ouest;8;111;2198;411;8138,6;0;;< 5;n.p.
Mont-Royal;39;457;2253,9;1912;9429,9;0;;94;463,6
Outremont;32;486;2028,9;2182;9109,1;0;;29;* 121,1
Pierrefonds–Roxboro;188;1671;2411,4;7063;10192,4;< 5;n.p.;89;128,4
Plateau Mont-Royal;183;3052;2934,6;9928;9546,2;< 5;n.p.;175;168,3
Pointe-Claire;70;678;2160,6;2123;6765,5;0;;58;184,8
Rivière-des-Prairies–Pointe-aux-Trembles;276;2581;2418;14245;13345,1;0;;324;303,5
Rosemont–La Petite Patrie;263;3962;2838,3;13910;9964,9;< 5;n.p.;331;237,1
Sainte-Anne-de-Bellevue;15;125;2521,2;344;6938,3;0;;13;* 262,2
Saint-Laurent;147;1787;1808,2;12099;12242,5;< 5;n.p.;160;161,9
Saint-Léonard;173;1873;2391,9;11927;15231,5;< 5;n.p.;153;195,4
Senneville;5;23;* 2497,3;63;6840,4;0;;0;
Sud-Ouest;148;2060;2635,9;7543;9651,8;< 5;n.p.;211;270
Verdun;102;1681;2428,2;5956;8603,3;< 5;n.p.;203;293,2
Ville-Marie;166;2434;2729,6;9162;10274,8;< 5;n.p.;134;150,3
Villeray–Saint-Michel–Parc-Extension;313;3526;2451,1;17574;12216,6;0;;207;143,9
Westmount;30;341;1678,8;1366;6725,1;< 5;n.p.;58;285,5
Territoire à confirmer;117;1486;;3992;;0;;27;
Total à Montréal;4085;48142;2330,6;219919;10646,4;18;*0,9;4896;237
